"ae","camera_path","dataset","coords"
"2","path_siny","liquid formation","[[-0.198362, 0.006744], [-0.198362, 0.006744], [-0.193894, 0.0424], [-0.193894, 0.0424], [0.198362, -0.006744], [0.193894, -0.0424], [0.193894, -0.0424], [0.198362, -0.006744]]"
