"device","dataset","camera_path","camera_step","viewport","ao-NA-1-NA","img ao-NA-1-NA","ao-NA-5-NA","img ao-NA-5-NA","pathtracer-NA-NA-10","img pathtracer-NA-NA-10","pathtracer-NA-NA-5","img pathtracer-NA-NA-5","scivis-false-1-NA","img scivis-false-1-NA","scivis-false-5-NA","img scivis-false-5-NA","scivis-true-1-NA","img scivis-true-1-NA","scivis-true-5-NA","img scivis-true-5-NA"
"AMD Ryzen 7 1800X","streamlines","spiral","7","1024","15.0036","streamlines_ao_spiral_7_1024_NA_1_NA.png","6.3455","streamlines_ao_spiral_7_1024_NA_5_NA.png","4.2433","streamlines_pathtracer_spiral_7_1024_NA_NA_10.png","4.7247","streamlines_pathtracer_spiral_7_1024_NA_NA_5.png","14.4495","streamlines_scivis_spiral_7_1024_false_1_NA.png","5.8494","streamlines_scivis_spiral_7_1024_false_5_NA.png","11.7729","streamlines_scivis_spiral_7_1024_true_1_NA.png","5.3626","streamlines_scivis_spiral_7_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","7","1024","37.5516","streamlines_ao_spiral_7_1024_NA_1_NA.png","16.6954","streamlines_ao_spiral_7_1024_NA_5_NA.png","10.7736","streamlines_pathtracer_spiral_7_1024_NA_NA_10.png","11.9761","streamlines_pathtracer_spiral_7_1024_NA_NA_5.png","35.9627","streamlines_scivis_spiral_7_1024_false_1_NA.png","15.4429","streamlines_scivis_spiral_7_1024_false_5_NA.png","29.9225","streamlines_scivis_spiral_7_1024_true_1_NA.png","14.1845","streamlines_scivis_spiral_7_1024_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","7","1024","9.2433","streamlines_ao_spiral_7_1024_NA_1_NA.png","3.7870","streamlines_ao_spiral_7_1024_NA_5_NA.png","2.6039","streamlines_pathtracer_spiral_7_1024_NA_NA_10.png","2.8381","streamlines_pathtracer_spiral_7_1024_NA_NA_5.png","9.0133","streamlines_scivis_spiral_7_1024_false_1_NA.png","3.7803","streamlines_scivis_spiral_7_1024_false_5_NA.png","7.3289","streamlines_scivis_spiral_7_1024_true_1_NA.png","3.4539","streamlines_scivis_spiral_7_1024_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","7","1024","9.0472","streamlines_ao_spiral_7_1024_NA_1_NA.png","3.4653","streamlines_ao_spiral_7_1024_NA_5_NA.png","2.1830","streamlines_pathtracer_spiral_7_1024_NA_NA_10.png","2.7952","streamlines_pathtracer_spiral_7_1024_NA_NA_5.png","6.5094","streamlines_scivis_spiral_7_1024_false_1_NA.png","2.9027","streamlines_scivis_spiral_7_1024_false_5_NA.png","6.6190","streamlines_scivis_spiral_7_1024_true_1_NA.png","2.8220","streamlines_scivis_spiral_7_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","7","1024","26.3498","streamlines_ao_spiral_7_1024_NA_1_NA.png","11.1373","streamlines_ao_spiral_7_1024_NA_5_NA.png","7.2688","streamlines_pathtracer_spiral_7_1024_NA_NA_10.png","8.4378","streamlines_pathtracer_spiral_7_1024_NA_NA_5.png","24.3402","streamlines_scivis_spiral_7_1024_false_1_NA.png","10.4368","streamlines_scivis_spiral_7_1024_false_5_NA.png","20.3046","streamlines_scivis_spiral_7_1024_true_1_NA.png","9.8082","streamlines_scivis_spiral_7_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","7","2048","3.7963","streamlines_ao_spiral_7_2048_NA_1_NA.png","1.5881","streamlines_ao_spiral_7_2048_NA_5_NA.png","1.0760","streamlines_pathtracer_spiral_7_2048_NA_NA_10.png","1.1936","streamlines_pathtracer_spiral_7_2048_NA_NA_5.png","3.6459","streamlines_scivis_spiral_7_2048_false_1_NA.png","1.4827","streamlines_scivis_spiral_7_2048_false_5_NA.png","2.9625","streamlines_scivis_spiral_7_2048_true_1_NA.png","1.3566","streamlines_scivis_spiral_7_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","7","2048","9.5943","streamlines_ao_spiral_7_2048_NA_1_NA.png","4.2409","streamlines_ao_spiral_7_2048_NA_5_NA.png","2.7326","streamlines_pathtracer_spiral_7_2048_NA_NA_10.png","3.0559","streamlines_pathtracer_spiral_7_2048_NA_NA_5.png","9.2432","streamlines_scivis_spiral_7_2048_false_1_NA.png","3.8918","streamlines_scivis_spiral_7_2048_false_5_NA.png","7.6246","streamlines_scivis_spiral_7_2048_true_1_NA.png","3.5963","streamlines_scivis_spiral_7_2048_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","7","2048","2.3224","streamlines_ao_spiral_7_2048_NA_1_NA.png","1.0022","streamlines_ao_spiral_7_2048_NA_5_NA.png","0.6658","streamlines_pathtracer_spiral_7_2048_NA_NA_10.png","0.7473","streamlines_pathtracer_spiral_7_2048_NA_NA_5.png","2.2766","streamlines_scivis_spiral_7_2048_false_1_NA.png","0.9158","streamlines_scivis_spiral_7_2048_false_5_NA.png","1.8298","streamlines_scivis_spiral_7_2048_true_1_NA.png","0.8693","streamlines_scivis_spiral_7_2048_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","7","2048","1.9826","streamlines_ao_spiral_7_2048_NA_1_NA.png","0.9021","streamlines_ao_spiral_7_2048_NA_5_NA.png","0.5953","streamlines_pathtracer_spiral_7_2048_NA_NA_10.png","0.6659","streamlines_pathtracer_spiral_7_2048_NA_NA_5.png","2.1485","streamlines_scivis_spiral_7_2048_false_1_NA.png","0.7538","streamlines_scivis_spiral_7_2048_false_5_NA.png","1.6805","streamlines_scivis_spiral_7_2048_true_1_NA.png","0.7906","streamlines_scivis_spiral_7_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","7","2048","6.5575","streamlines_ao_spiral_7_2048_NA_1_NA.png","2.8583","streamlines_ao_spiral_7_2048_NA_5_NA.png","1.8962","streamlines_pathtracer_spiral_7_2048_NA_NA_10.png","2.1160","streamlines_pathtracer_spiral_7_2048_NA_NA_5.png","6.2363","streamlines_scivis_spiral_7_2048_false_1_NA.png","2.6943","streamlines_scivis_spiral_7_2048_false_5_NA.png","5.2305","streamlines_scivis_spiral_7_2048_true_1_NA.png","2.4998","streamlines_scivis_spiral_7_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","7","512","58.7796","streamlines_ao_spiral_7_512_NA_1_NA.png","24.8052","streamlines_ao_spiral_7_512_NA_5_NA.png","16.4266","streamlines_pathtracer_spiral_7_512_NA_NA_10.png","18.4528","streamlines_pathtracer_spiral_7_512_NA_NA_5.png","56.5614","streamlines_scivis_spiral_7_512_false_1_NA.png","22.9649","streamlines_scivis_spiral_7_512_false_5_NA.png","45.7049","streamlines_scivis_spiral_7_512_true_1_NA.png","21.0092","streamlines_scivis_spiral_7_512_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","7","512","143.0546","streamlines_ao_spiral_7_512_NA_1_NA.png","64.6889","streamlines_ao_spiral_7_512_NA_5_NA.png","40.7266","streamlines_pathtracer_spiral_7_512_NA_NA_10.png","45.8514","streamlines_pathtracer_spiral_7_512_NA_NA_5.png","137.9478","streamlines_scivis_spiral_7_512_false_1_NA.png","59.3803","streamlines_scivis_spiral_7_512_false_5_NA.png","113.9523","streamlines_scivis_spiral_7_512_true_1_NA.png","54.4823","streamlines_scivis_spiral_7_512_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","7","512","32.4133","streamlines_ao_spiral_7_512_NA_1_NA.png","15.6058","streamlines_ao_spiral_7_512_NA_5_NA.png","10.5295","streamlines_pathtracer_spiral_7_512_NA_NA_10.png","11.4996","streamlines_pathtracer_spiral_7_512_NA_NA_5.png","34.1934","streamlines_scivis_spiral_7_512_false_1_NA.png","14.4555","streamlines_scivis_spiral_7_512_false_5_NA.png","28.6758","streamlines_scivis_spiral_7_512_true_1_NA.png","12.6888","streamlines_scivis_spiral_7_512_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","7","512","35.3449","streamlines_ao_spiral_7_512_NA_1_NA.png","13.6998","streamlines_ao_spiral_7_512_NA_5_NA.png","8.9245","streamlines_pathtracer_spiral_7_512_NA_NA_10.png","10.9649","streamlines_pathtracer_spiral_7_512_NA_NA_5.png","31.0496","streamlines_scivis_spiral_7_512_false_1_NA.png","12.7256","streamlines_scivis_spiral_7_512_false_5_NA.png","27.5034","streamlines_scivis_spiral_7_512_true_1_NA.png","12.5617","streamlines_scivis_spiral_7_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","7","512","97.1034","streamlines_ao_spiral_7_512_NA_1_NA.png","43.4599","streamlines_ao_spiral_7_512_NA_5_NA.png","28.0868","streamlines_pathtracer_spiral_7_512_NA_NA_10.png","31.1035","streamlines_pathtracer_spiral_7_512_NA_NA_5.png","92.4599","streamlines_scivis_spiral_7_512_false_1_NA.png","41.5491","streamlines_scivis_spiral_7_512_false_5_NA.png","79.4023","streamlines_scivis_spiral_7_512_true_1_NA.png","37.2114","streamlines_scivis_spiral_7_512_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","8","1024","12.5996","streamlines_ao_spiral_8_1024_NA_1_NA.png","5.2309","streamlines_ao_spiral_8_1024_NA_5_NA.png","3.5432","streamlines_pathtracer_spiral_8_1024_NA_NA_10.png","3.9906","streamlines_pathtracer_spiral_8_1024_NA_NA_5.png","11.6332","streamlines_scivis_spiral_8_1024_false_1_NA.png","4.8032","streamlines_scivis_spiral_8_1024_false_5_NA.png","10.0919","streamlines_scivis_spiral_8_1024_true_1_NA.png","4.4683","streamlines_scivis_spiral_8_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","8","1024","32.0681","streamlines_ao_spiral_8_1024_NA_1_NA.png","13.9303","streamlines_ao_spiral_8_1024_NA_5_NA.png","9.0280","streamlines_pathtracer_spiral_8_1024_NA_NA_10.png","10.1826","streamlines_pathtracer_spiral_8_1024_NA_NA_5.png","30.5383","streamlines_scivis_spiral_8_1024_false_1_NA.png","12.7715","streamlines_scivis_spiral_8_1024_false_5_NA.png","25.8766","streamlines_scivis_spiral_8_1024_true_1_NA.png","11.8360","streamlines_scivis_spiral_8_1024_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","8","1024","7.2331","streamlines_ao_spiral_8_1024_NA_1_NA.png","3.2534","streamlines_ao_spiral_8_1024_NA_5_NA.png","2.2203","streamlines_pathtracer_spiral_8_1024_NA_NA_10.png","2.5081","streamlines_pathtracer_spiral_8_1024_NA_NA_5.png","7.4420","streamlines_scivis_spiral_8_1024_false_1_NA.png","3.0657","streamlines_scivis_spiral_8_1024_false_5_NA.png","6.3011","streamlines_scivis_spiral_8_1024_true_1_NA.png","2.9110","streamlines_scivis_spiral_8_1024_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","8","1024","5.9887","streamlines_ao_spiral_8_1024_NA_1_NA.png","2.8467","streamlines_ao_spiral_8_1024_NA_5_NA.png","2.0585","streamlines_pathtracer_spiral_8_1024_NA_NA_10.png","1.9920","streamlines_pathtracer_spiral_8_1024_NA_NA_5.png","6.7706","streamlines_scivis_spiral_8_1024_false_1_NA.png","2.8759","streamlines_scivis_spiral_8_1024_false_5_NA.png","6.0998","streamlines_scivis_spiral_8_1024_true_1_NA.png","2.5164","streamlines_scivis_spiral_8_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","8","1024","21.5177","streamlines_ao_spiral_8_1024_NA_1_NA.png","9.4098","streamlines_ao_spiral_8_1024_NA_5_NA.png","6.2544","streamlines_pathtracer_spiral_8_1024_NA_NA_10.png","7.0679","streamlines_pathtracer_spiral_8_1024_NA_NA_5.png","21.0619","streamlines_scivis_spiral_8_1024_false_1_NA.png","8.6938","streamlines_scivis_spiral_8_1024_false_5_NA.png","17.7766","streamlines_scivis_spiral_8_1024_true_1_NA.png","8.2551","streamlines_scivis_spiral_8_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","8","2048","3.1793","streamlines_ao_spiral_8_2048_NA_1_NA.png","1.3181","streamlines_ao_spiral_8_2048_NA_5_NA.png","0.9005","streamlines_pathtracer_spiral_8_2048_NA_NA_10.png","1.0101","streamlines_pathtracer_spiral_8_2048_NA_NA_5.png","3.0338","streamlines_scivis_spiral_8_2048_false_1_NA.png","1.2147","streamlines_scivis_spiral_8_2048_false_5_NA.png","2.5543","streamlines_scivis_spiral_8_2048_true_1_NA.png","1.1296","streamlines_scivis_spiral_8_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","8","2048","8.1139","streamlines_ao_spiral_8_2048_NA_1_NA.png","3.5302","streamlines_ao_spiral_8_2048_NA_5_NA.png","2.2984","streamlines_pathtracer_spiral_8_2048_NA_NA_10.png","2.5892","streamlines_pathtracer_spiral_8_2048_NA_NA_5.png","7.7922","streamlines_scivis_spiral_8_2048_false_1_NA.png","3.2277","streamlines_scivis_spiral_8_2048_false_5_NA.png","6.6172","streamlines_scivis_spiral_8_2048_true_1_NA.png","3.0123","streamlines_scivis_spiral_8_2048_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","8","2048","1.9400","streamlines_ao_spiral_8_2048_NA_1_NA.png","0.8350","streamlines_ao_spiral_8_2048_NA_5_NA.png","0.5557","streamlines_pathtracer_spiral_8_2048_NA_NA_10.png","0.6182","streamlines_pathtracer_spiral_8_2048_NA_NA_5.png","1.9079","streamlines_scivis_spiral_8_2048_false_1_NA.png","0.7817","streamlines_scivis_spiral_8_2048_false_5_NA.png","1.5800","streamlines_scivis_spiral_8_2048_true_1_NA.png","0.7306","streamlines_scivis_spiral_8_2048_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","8","2048","1.8972","streamlines_ao_spiral_8_2048_NA_1_NA.png","0.7763","streamlines_ao_spiral_8_2048_NA_5_NA.png","0.4908","streamlines_pathtracer_spiral_8_2048_NA_NA_10.png","0.5691","streamlines_pathtracer_spiral_8_2048_NA_NA_5.png","1.8190","streamlines_scivis_spiral_8_2048_false_1_NA.png","0.6683","streamlines_scivis_spiral_8_2048_false_5_NA.png","1.5375","streamlines_scivis_spiral_8_2048_true_1_NA.png","0.6318","streamlines_scivis_spiral_8_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","8","2048","5.5224","streamlines_ao_spiral_8_2048_NA_1_NA.png","2.4107","streamlines_ao_spiral_8_2048_NA_5_NA.png","1.5947","streamlines_pathtracer_spiral_8_2048_NA_NA_10.png","1.8088","streamlines_pathtracer_spiral_8_2048_NA_NA_5.png","5.3552","streamlines_scivis_spiral_8_2048_false_1_NA.png","2.2304","streamlines_scivis_spiral_8_2048_false_5_NA.png","4.4795","streamlines_scivis_spiral_8_2048_true_1_NA.png","2.0884","streamlines_scivis_spiral_8_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","8","512","49.1077","streamlines_ao_spiral_8_512_NA_1_NA.png","20.5940","streamlines_ao_spiral_8_512_NA_5_NA.png","13.7737","streamlines_pathtracer_spiral_8_512_NA_NA_10.png","15.5953","streamlines_pathtracer_spiral_8_512_NA_NA_5.png","46.9837","streamlines_scivis_spiral_8_512_false_1_NA.png","18.9137","streamlines_scivis_spiral_8_512_false_5_NA.png","39.5084","streamlines_scivis_spiral_8_512_true_1_NA.png","17.6040","streamlines_scivis_spiral_8_512_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","8","512","121.7540","streamlines_ao_spiral_8_512_NA_1_NA.png","54.0243","streamlines_ao_spiral_8_512_NA_5_NA.png","34.7657","streamlines_pathtracer_spiral_8_512_NA_NA_10.png","39.0654","streamlines_pathtracer_spiral_8_512_NA_NA_5.png","116.8714","streamlines_scivis_spiral_8_512_false_1_NA.png","49.2873","streamlines_scivis_spiral_8_512_false_5_NA.png","99.6085","streamlines_scivis_spiral_8_512_true_1_NA.png","45.9460","streamlines_scivis_spiral_8_512_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","8","512","30.3274","streamlines_ao_spiral_8_512_NA_1_NA.png","13.1333","streamlines_ao_spiral_8_512_NA_5_NA.png","8.5480","streamlines_pathtracer_spiral_8_512_NA_NA_10.png","9.0760","streamlines_pathtracer_spiral_8_512_NA_NA_5.png","29.5916","streamlines_scivis_spiral_8_512_false_1_NA.png","11.8212","streamlines_scivis_spiral_8_512_false_5_NA.png","24.0655","streamlines_scivis_spiral_8_512_true_1_NA.png","10.3947","streamlines_scivis_spiral_8_512_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","8","512","27.1854","streamlines_ao_spiral_8_512_NA_1_NA.png","11.3095","streamlines_ao_spiral_8_512_NA_5_NA.png","6.9055","streamlines_pathtracer_spiral_8_512_NA_NA_10.png","8.7460","streamlines_pathtracer_spiral_8_512_NA_NA_5.png","24.4787","streamlines_scivis_spiral_8_512_false_1_NA.png","10.5913","streamlines_scivis_spiral_8_512_false_5_NA.png","23.6287","streamlines_scivis_spiral_8_512_true_1_NA.png","9.9539","streamlines_scivis_spiral_8_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","8","512","84.4837","streamlines_ao_spiral_8_512_NA_1_NA.png","36.6421","streamlines_ao_spiral_8_512_NA_5_NA.png","23.8753","streamlines_pathtracer_spiral_8_512_NA_NA_10.png","27.1407","streamlines_pathtracer_spiral_8_512_NA_NA_5.png","77.5512","streamlines_scivis_spiral_8_512_false_1_NA.png","34.4614","streamlines_scivis_spiral_8_512_false_5_NA.png","66.8673","streamlines_scivis_spiral_8_512_true_1_NA.png","32.2100","streamlines_scivis_spiral_8_512_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","9","1024","11.6578","streamlines_ao_spiral_9_1024_NA_1_NA.png","4.7570","streamlines_ao_spiral_9_1024_NA_5_NA.png","3.0130","streamlines_pathtracer_spiral_9_1024_NA_NA_10.png","3.5074","streamlines_pathtracer_spiral_9_1024_NA_NA_5.png","11.0859","streamlines_scivis_spiral_9_1024_false_1_NA.png","4.3240","streamlines_scivis_spiral_9_1024_false_5_NA.png","9.8963","streamlines_scivis_spiral_9_1024_true_1_NA.png","4.1251","streamlines_scivis_spiral_9_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","9","1024","29.7348","streamlines_ao_spiral_9_1024_NA_1_NA.png","12.7607","streamlines_ao_spiral_9_1024_NA_5_NA.png","7.6790","streamlines_pathtracer_spiral_9_1024_NA_NA_10.png","8.9641","streamlines_pathtracer_spiral_9_1024_NA_NA_5.png","28.3618","streamlines_scivis_spiral_9_1024_false_1_NA.png","11.4753","streamlines_scivis_spiral_9_1024_false_5_NA.png","25.4280","streamlines_scivis_spiral_9_1024_true_1_NA.png","10.8057","streamlines_scivis_spiral_9_1024_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","9","1024","7.1579","streamlines_ao_spiral_9_1024_NA_1_NA.png","3.0058","streamlines_ao_spiral_9_1024_NA_5_NA.png","1.8540","streamlines_pathtracer_spiral_9_1024_NA_NA_10.png","2.1703","streamlines_pathtracer_spiral_9_1024_NA_NA_5.png","6.8152","streamlines_scivis_spiral_9_1024_false_1_NA.png","2.7958","streamlines_scivis_spiral_9_1024_false_5_NA.png","6.0873","streamlines_scivis_spiral_9_1024_true_1_NA.png","2.6628","streamlines_scivis_spiral_9_1024_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","9","1024","6.9585","streamlines_ao_spiral_9_1024_NA_1_NA.png","2.7100","streamlines_ao_spiral_9_1024_NA_5_NA.png","1.6494","streamlines_pathtracer_spiral_9_1024_NA_NA_10.png","1.9739","streamlines_pathtracer_spiral_9_1024_NA_NA_5.png","6.5952","streamlines_scivis_spiral_9_1024_false_1_NA.png","2.5256","streamlines_scivis_spiral_9_1024_false_5_NA.png","5.5955","streamlines_scivis_spiral_9_1024_true_1_NA.png","1.8464","streamlines_scivis_spiral_9_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","9","1024","20.6747","streamlines_ao_spiral_9_1024_NA_1_NA.png","8.7955","streamlines_ao_spiral_9_1024_NA_5_NA.png","5.2444","streamlines_pathtracer_spiral_9_1024_NA_NA_10.png","6.2981","streamlines_pathtracer_spiral_9_1024_NA_NA_5.png","19.7845","streamlines_scivis_spiral_9_1024_false_1_NA.png","8.1067","streamlines_scivis_spiral_9_1024_false_5_NA.png","17.0822","streamlines_scivis_spiral_9_1024_true_1_NA.png","7.8004","streamlines_scivis_spiral_9_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","9","2048","2.9408","streamlines_ao_spiral_9_2048_NA_1_NA.png","1.1960","streamlines_ao_spiral_9_2048_NA_5_NA.png","0.7569","streamlines_pathtracer_spiral_9_2048_NA_NA_10.png","0.8836","streamlines_pathtracer_spiral_9_2048_NA_NA_5.png","2.7993","streamlines_scivis_spiral_9_2048_false_1_NA.png","1.0884","streamlines_scivis_spiral_9_2048_false_5_NA.png","2.4946","streamlines_scivis_spiral_9_2048_true_1_NA.png","1.0394","streamlines_scivis_spiral_9_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","9","2048","7.5692","streamlines_ao_spiral_9_2048_NA_1_NA.png","3.2265","streamlines_ao_spiral_9_2048_NA_5_NA.png","1.9243","streamlines_pathtracer_spiral_9_2048_NA_NA_10.png","2.2804","streamlines_pathtracer_spiral_9_2048_NA_NA_5.png","7.2204","streamlines_scivis_spiral_9_2048_false_1_NA.png","2.9066","streamlines_scivis_spiral_9_2048_false_5_NA.png","6.4996","streamlines_scivis_spiral_9_2048_true_1_NA.png","2.7831","streamlines_scivis_spiral_9_2048_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","9","2048","1.8410","streamlines_ao_spiral_9_2048_NA_1_NA.png","0.7676","streamlines_ao_spiral_9_2048_NA_5_NA.png","0.4558","streamlines_pathtracer_spiral_9_2048_NA_NA_10.png","0.5574","streamlines_pathtracer_spiral_9_2048_NA_NA_5.png","1.7532","streamlines_scivis_spiral_9_2048_false_1_NA.png","0.6981","streamlines_scivis_spiral_9_2048_false_5_NA.png","1.5554","streamlines_scivis_spiral_9_2048_true_1_NA.png","0.6757","streamlines_scivis_spiral_9_2048_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","9","2048","1.6576","streamlines_ao_spiral_9_2048_NA_1_NA.png","0.5595","streamlines_ao_spiral_9_2048_NA_5_NA.png","0.4117","streamlines_pathtracer_spiral_9_2048_NA_NA_10.png","0.4830","streamlines_pathtracer_spiral_9_2048_NA_NA_5.png","1.5364","streamlines_scivis_spiral_9_2048_false_1_NA.png","0.5893","streamlines_scivis_spiral_9_2048_false_5_NA.png","1.4038","streamlines_scivis_spiral_9_2048_true_1_NA.png","0.4818","streamlines_scivis_spiral_9_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","9","2048","5.2343","streamlines_ao_spiral_9_2048_NA_1_NA.png","2.2261","streamlines_ao_spiral_9_2048_NA_5_NA.png","1.3525","streamlines_pathtracer_spiral_9_2048_NA_NA_10.png","1.5941","streamlines_pathtracer_spiral_9_2048_NA_NA_5.png","4.8628","streamlines_scivis_spiral_9_2048_false_1_NA.png","2.0208","streamlines_scivis_spiral_9_2048_false_5_NA.png","4.4232","streamlines_scivis_spiral_9_2048_true_1_NA.png","1.8944","streamlines_scivis_spiral_9_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","9","512","45.7766","streamlines_ao_spiral_9_512_NA_1_NA.png","18.7278","streamlines_ao_spiral_9_512_NA_5_NA.png","11.7581","streamlines_pathtracer_spiral_9_512_NA_NA_10.png","13.6663","streamlines_pathtracer_spiral_9_512_NA_NA_5.png","43.4828","streamlines_scivis_spiral_9_512_false_1_NA.png","16.9625","streamlines_scivis_spiral_9_512_false_5_NA.png","38.6581","streamlines_scivis_spiral_9_512_true_1_NA.png","16.2340","streamlines_scivis_spiral_9_512_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","9","512","114.6634","streamlines_ao_spiral_9_512_NA_1_NA.png","49.5523","streamlines_ao_spiral_9_512_NA_5_NA.png","29.4918","streamlines_pathtracer_spiral_9_512_NA_NA_10.png","34.6903","streamlines_pathtracer_spiral_9_512_NA_NA_5.png","109.0580","streamlines_scivis_spiral_9_512_false_1_NA.png","41.7676","streamlines_scivis_spiral_9_512_false_5_NA.png","97.3719","streamlines_scivis_spiral_9_512_true_1_NA.png","42.6701","streamlines_scivis_spiral_9_512_true_5_NA.png"
"Intel Core i5-7500","streamlines","spiral","9","512","27.7955","streamlines_ao_spiral_9_512_NA_1_NA.png","11.7200","streamlines_ao_spiral_9_512_NA_5_NA.png","6.9611","streamlines_pathtracer_spiral_9_512_NA_NA_10.png","8.5342","streamlines_pathtracer_spiral_9_512_NA_NA_5.png","27.5718","streamlines_scivis_spiral_9_512_false_1_NA.png","11.0336","streamlines_scivis_spiral_9_512_false_5_NA.png","24.6348","streamlines_scivis_spiral_9_512_true_1_NA.png","10.3749","streamlines_scivis_spiral_9_512_true_5_NA.png"
"Intel Core i7-8565U","streamlines","spiral","9","512","25.4095","streamlines_ao_spiral_9_512_NA_1_NA.png","11.2861","streamlines_ao_spiral_9_512_NA_5_NA.png","6.7774","streamlines_pathtracer_spiral_9_512_NA_NA_10.png","7.2687","streamlines_pathtracer_spiral_9_512_NA_NA_5.png","24.8570","streamlines_scivis_spiral_9_512_false_1_NA.png","8.2021","streamlines_scivis_spiral_9_512_false_5_NA.png","21.2497","streamlines_scivis_spiral_9_512_true_1_NA.png","9.0615","streamlines_scivis_spiral_9_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","streamlines","spiral","9","512","76.3773","streamlines_ao_spiral_9_512_NA_1_NA.png","34.4287","streamlines_ao_spiral_9_512_NA_5_NA.png","20.5367","streamlines_pathtracer_spiral_9_512_NA_NA_10.png","24.0985","streamlines_pathtracer_spiral_9_512_NA_NA_5.png","72.7707","streamlines_scivis_spiral_9_512_false_1_NA.png","31.2318","streamlines_scivis_spiral_9_512_false_5_NA.png","65.1772","streamlines_scivis_spiral_9_512_true_1_NA.png","30.0939","streamlines_scivis_spiral_9_512_true_5_NA.png"
"AMD Ryzen 7 1800X","streamlines","spiral","10","1024","10.8104","streamlines_ao_spiral_10_1024_NA_1_NA.png","4.4016","streamlines_ao_spiral_10_1024_NA_5_NA.png","2.8314","streamlines_pathtracer_spiral_10_1024_NA_NA_10.png","3.2984","streamlines_pathtracer_spiral_10_1024_NA_NA_5.png","10.3765","streamlines_scivis_spiral_10_1024_false_1_NA.png","4.0225","streamlines_scivis_spiral_10_1024_false_5_NA.png","9.9443","streamlines_scivis_spiral_10_1024_true_1_NA.png","3.9589","streamlines_scivis_spiral_10_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","streamlines","spiral","10","1024","27.8081","streamlines_ao_spiral_10_1024_NA_1_NA.png","11.7806","streamlines_ao_spiral_10_1024_NA_5_NA.png","7.2333","streamlines_pathtracer_spiral_10_1024_NA_NA_10.png","8.4587","streamlines_pathtracer_spiral_10_1024_NA_NA_5.png","26.6395","streamlines_scivis_spiral_10_1024_false_1_NA.png","10.7378","streamlines_scivis_spiral_10_1024_false_5_NA.png","25.4619","streamlines_scivis_spiral_10_1024_true_1_NA.png","10.5536","streamlines_scivis_spiral_10_1024_true_5_NA.png"
