"ae","camera_path","dataset","coords"
"1","spiral","streamlines","[[-7.049358, -5.285317], [-8.628453, -12.792887], [-8.08885, 5.214739], [-6.509756, 12.722309], [17.741202, 11.346162], [17.2016, -6.661463], [15.622505, -14.169034], [16.162108, 3.838592]]"
