"ae","camera_path","dataset","coords"
"1","spiral-zoom","streamlines","[[-11.708965, -4.82074], [-12.131611, -10.194504], [-4.493108, 9.716694], [-4.070462, 15.090457], [21.557826, 5.737613], [13.919322, -14.173584], [13.496676, -19.547348], [21.13518, 0.36385]]"
