"ae","dataset","camera_path","camera_step","pos_x","pos_y","pos_z","view_x","view_y","view_z"
"1","vdb-volume","spiral-zoom","712","1.55619","0.648535","-6.40476","-0.229429","0.236104","1"
"1","vdb-volume","spiral-zoom","713","1.58587","0.615852","-6.37872","-0.234146","0.241274","1"
"1","vdb-volume","spiral-zoom","714","1.6153","0.583295","-6.35238","-0.238839","0.24644","1"
"1","vdb-volume","spiral-zoom","715","1.64447","0.55087","-6.32574","-0.243508","0.251602","1"
"1","vdb-volume","spiral-zoom","716","1.67338","0.518572","-6.29881","-0.248152","0.25676","1"
"1","vdb-volume","spiral-zoom","717","1.70203","0.486409","-6.27159","-0.25277","0.261913","1"
"1","vdb-volume","spiral-zoom","718","1.7304","0.454378","-6.24407","-0.257362","0.267062","1"
"1","vdb-volume","spiral-zoom","719","1.75851","0.422479","-6.21628","-0.261927","0.272206","1"
"1","vdb-volume","spiral-zoom","720","1.78635","0.390714","-6.1882","-0.266465","0.277345","1"
"1","vdb-volume","spiral-zoom","721","1.81391","0.359083","-6.15984","-0.270976","0.28248","1"
"1","vdb-volume","spiral-zoom","722","1.84118","0.327594","-6.13121","-0.275456","0.287608","1"
"1","vdb-volume","spiral-zoom","723","1.86818","0.296235","-6.1023","-0.279909","0.292733","1"
"1","vdb-volume","spiral-zoom","724","1.89489","0.265015","-6.07313","-0.284332","0.297851","1"
"1","vdb-volume","spiral-zoom","725","1.92131","0.233932","-6.04368","-0.288725","0.302964","1"
"1","vdb-volume","spiral-zoom","726","1.94745","0.202992","-6.01398","-0.293087","0.308071","1"
"1","vdb-volume","spiral-zoom","727","1.97329","0.172188","-5.98401","-0.297418","0.313172","1"
"1","vdb-volume","spiral-zoom","728","1.99883","0.14153","-5.95379","-0.301717","0.318267","1"
"1","vdb-volume","spiral-zoom","729","2.02408","0.111011","-5.92331","-0.305984","0.323356","1"
"1","vdb-volume","spiral-zoom","730","2.04902","0.08063","-5.89259","-0.310219","0.328439","1"
"1","vdb-volume","spiral-zoom","731","2.07366","0.050396","-5.86162","-0.31442","0.333515","1"
"1","vdb-volume","spiral-zoom","732","2.098","0.02031","-5.8304","-0.318586","0.338584","1"
"1","vdb-volume","spiral-zoom","733","2.12202","-0.009631","-5.79895","-0.322718","0.343646","1"
"1","vdb-volume","spiral-zoom","734","2.14573","-0.039431","-5.76726","-0.326815","0.348702","1"
"1","vdb-volume","spiral-zoom","735","2.16913","-0.069082","-5.73533","-0.330876","0.35375","1"
"1","vdb-volume","spiral-zoom","736","2.19221","-0.098587","-5.70318","-0.334902","0.358791","1"
"1","vdb-volume","spiral-zoom","737","2.21498","-0.127944","-5.6708","-0.338891","0.363825","1"
"1","vdb-volume","spiral-zoom","738","2.23742","-0.157153","-5.63821","-0.342843","0.368851","1"
"1","vdb-volume","spiral-zoom","739","2.25954","-0.186207","-5.60538","-0.346757","0.373869","1"
"1","vdb-volume","spiral-zoom","740","2.28133","-0.215113","-5.57234","-0.350632","0.378879","1"
"1","vdb-volume","spiral-zoom","741","2.30279","-0.243868","-5.5391","-0.354469","0.383882","1"
"1","vdb-volume","spiral-zoom","742","2.32393","-0.272471","-5.50564","-0.358267","0.388876","1"
"1","vdb-volume","spiral-zoom","743","2.34473","-0.300919","-5.47198","-0.362025","0.393861","1"
"1","vdb-volume","spiral-zoom","744","2.3652","-0.329219","-5.43813","-0.365744","0.398839","1"
"1","vdb-volume","spiral-zoom","745","2.38532","-0.357356","-5.40408","-0.36942","0.403807","1"
"1","vdb-volume","spiral-zoom","746","2.40512","-0.385343","-5.36983","-0.373056","0.408766","1"
"1","vdb-volume","spiral-zoom","747","2.42457","-0.413175","-5.33539","-0.37665","0.413717","1"
"1","vdb-volume","spiral-zoom","748","2.44368","-0.440845","-5.30077","-0.380202","0.418658","1"
"1","vdb-volume","spiral-zoom","749","2.46244","-0.468362","-5.26597","-0.383711","0.42359","1"
"1","vdb-volume","spiral-zoom","750","2.48085","-0.495718","-5.23098","-0.387176","0.428512","1"
"1","vdb-volume","spiral-zoom","751","2.49893","-0.52292","-5.19583","-0.390599","0.433426","1"
"1","vdb-volume","spiral-zoom","752","2.51664","-0.549956","-5.1605","-0.393976","0.438328","1"
"1","vdb-volume","spiral-zoom","753","2.53401","-0.576833","-5.12501","-0.397309","0.443221","1"
"1","vdb-volume","spiral-zoom","754","2.55102","-0.603552","-5.08936","-0.400597","0.448104","1"
"1","vdb-volume","spiral-zoom","755","2.56768","-0.630106","-5.05355","-0.403839","0.452977","1"
"1","vdb-volume","spiral-zoom","756","2.58398","-0.656496","-5.01759","-0.407035","0.457839","1"
"1","vdb-volume","spiral-zoom","757","2.59992","-0.682726","-4.98148","-0.410184","0.46269","1"
"1","vdb-volume","spiral-zoom","758","2.6155","-0.708791","-4.94522","-0.413287","0.467531","1"
"1","vdb-volume","spiral-zoom","759","2.63072","-0.734692","-4.90882","-0.416341","0.472361","1"
"1","vdb-volume","spiral-zoom","760","2.64558","-0.760427","-4.87228","-0.419348","0.47718","1"
"1","vdb-volume","spiral-zoom","761","2.66007","-0.785998","-4.83561","-0.422307","0.481987","1"
"1","vdb-volume","spiral-zoom","762","2.6742","-0.811397","-4.7988","-0.425216","0.486783","1"
"1","vdb-volume","spiral-zoom","763","2.68796","-0.836631","-4.76188","-0.428076","0.491567","1"
"1","vdb-volume","spiral-zoom","764","2.70135","-0.861697","-4.72483","-0.430887","0.49634","1"
"1","vdb-volume","spiral-zoom","765","2.71438","-0.886595","-4.68766","-0.433647","0.501101","1"
"1","vdb-volume","spiral-zoom","766","2.72703","-0.911322","-4.65038","-0.436357","0.505849","1"
"1","vdb-volume","spiral-zoom","767","2.73931","-0.935881","-4.61299","-0.439016","0.510586","1"
"1","vdb-volume","spiral-zoom","768","2.75121","-0.960264","-4.5755","-0.441623","0.51531","1"
"1","vdb-volume","spiral-zoom","769","2.76274","-0.984481","-4.5379","-0.444178","0.520021","1"
"1","vdb-volume","spiral-zoom","770","2.7739","-1.00852","-4.50021","-0.446681","0.52472","1"
"1","vdb-volume","spiral-zoom","771","2.78468","-1.0324","-4.46243","-0.449131","0.529406","1"
"1","vdb-volume","spiral-zoom","772","2.79508","-1.05609","-4.42456","-0.451528","0.534078","1"
"1","vdb-volume","spiral-zoom","773","2.80511","-1.07961","-4.3866","-0.453872","0.538738","1"
"1","vdb-volume","spiral-zoom","774","2.81476","-1.10296","-4.34857","-0.456162","0.543384","1"
"1","vdb-volume","spiral-zoom","775","2.82402","-1.12613","-4.31046","-0.458398","0.548016","1"
"1","vdb-volume","spiral-zoom","776","2.83291","-1.14913","-4.27228","-0.460579","0.552635","1"
"1","vdb-volume","spiral-zoom","777","2.84142","-1.17195","-4.23404","-0.462706","0.557241","1"
"1","vdb-volume","spiral-zoom","778","2.84955","-1.1946","-4.19573","-0.464776","0.561832","1"
"1","vdb-volume","spiral-zoom","779","2.85729","-1.21706","-4.15736","-0.466791","0.566408","1"
"1","vdb-volume","spiral-zoom","780","2.86465","-1.23935","-4.11894","-0.46875","0.570971","1"
"1","vdb-volume","spiral-zoom","781","2.87163","-1.26146","-4.08047","-0.470652","0.575518","1"
"1","vdb-volume","spiral-zoom","782","2.87823","-1.28339","-4.04196","-0.472498","0.580052","1"
"1","vdb-volume","spiral-zoom","783","2.88443","-1.30514","-4.0034","-0.474287","0.58457","1"
"1","vdb-volume","spiral-zoom","784","2.89026","-1.32671","-3.96481","-0.476018","0.589073","1"
"1","vdb-volume","spiral-zoom","785","2.89571","-1.34809","-3.92619","-0.477692","0.593561","1"
"1","vdb-volume","spiral-zoom","786","2.90076","-1.3693","-3.88753","-0.479306","0.598034","1"
"1","vdb-volume","spiral-zoom","787","2.90544","-1.39032","-3.84886","-0.480864","0.602491","1"
"1","vdb-volume","spiral-zoom","788","2.90972","-1.41116","-3.81016","-0.482362","0.606932","1"
"1","vdb-volume","spiral-zoom","789","2.91363","-1.43182","-3.77146","-0.483801","0.611358","1"
"1","vdb-volume","spiral-zoom","790","2.91714","-1.45229","-3.73274","-0.48518","0.615767","1"
"1","vdb-volume","spiral-zoom","791","2.92027","-1.47258","-3.69401","-0.4865","0.620161","1"
"1","vdb-volume","spiral-zoom","792","2.92302","-1.49269","-3.65529","-0.487761","0.624537","1"
"1","vdb-volume","spiral-zoom","793","2.92538","-1.51261","-3.61656","-0.488961","0.628898","1"
"1","vdb-volume","spiral-zoom","794","2.92736","-1.53234","-3.57785","-0.4901","0.633242","1"
"1","vdb-volume","spiral-zoom","795","2.92895","-1.55189","-3.53914","-0.491179","0.637569","1"
"1","vdb-volume","spiral-zoom","796","2.93016","-1.57125","-3.50045","-0.492197","0.641879","1"
"1","vdb-volume","spiral-zoom","797","2.93098","-1.59042","-3.46178","-0.493153","0.646171","1"
"1","vdb-volume","spiral-zoom","798","2.93142","-1.60941","-3.42314","-0.494048","0.650447","1"
"1","vdb-volume","spiral-zoom","799","2.93148","-1.6282","-3.38452","-0.494881","0.654704","1"
"1","vdb-volume","spiral-zoom","800","2.93115","-1.64681","-3.34594","-0.495652","0.658944","1"
"1","vdb-volume","spiral-zoom","801","2.93044","-1.66523","-3.3074","-0.496361","0.663166","1"
"1","vdb-volume","spiral-zoom","802","2.92935","-1.68346","-3.2689","-0.497008","0.66737","1"
"1","vdb-volume","spiral-zoom","803","2.92788","-1.7015","-3.23044","-0.497592","0.671556","1"
"1","vdb-volume","spiral-zoom","804","2.92602","-1.71934","-3.19203","-0.498113","0.675723","1"
"1","vdb-volume","spiral-zoom","805","2.92379","-1.737","-3.15369","-0.498571","0.679872","1"
"1","vdb-volume","spiral-zoom","806","2.92118","-1.75447","-3.1154","-0.498966","0.684002","1"
"1","vdb-volume","spiral-zoom","807","2.91818","-1.77174","-3.07717","-0.499297","0.688114","1"
"1","vdb-volume","spiral-zoom","808","2.91482","-1.78882","-3.03901","-0.499565","0.692206","1"
"1","vdb-volume","spiral-zoom","809","2.91107","-1.80571","-3.00092","-0.499769","0.696279","1"
"1","vdb-volume","spiral-zoom","810","2.90695","-1.82241","-2.96291","-0.499909","0.700333","1"
"1","vdb-volume","spiral-zoom","811","2.90245","-1.83891","-2.92499","-0.499985","0.704367","1"
"1","vdb-volume","spiral-zoom","812","2.89758","-1.85521","-2.88714","-0.499997","0.708382","0"
"1","vdb-volume","spiral-zoom","813","2.89234","-1.87133","-2.84939","-0.499944","0.712377","0"
"1","vdb-volume","spiral-zoom","814","2.88672","-1.88724","-2.81173","-0.499827","0.71635","0"
"1","vdb-volume","spiral-zoom","815","2.88074","-1.90297","-2.77417","-0.499645","0.720304","0"
"1","vdb-volume","spiral-zoom","816","2.87439","-1.9185","-2.73671","-0.499399","0.724239","0"
"1","vdb-volume","spiral-zoom","817","2.86766","-1.93383","-2.69936","-0.499087","0.728152","0"
"1","vdb-volume","spiral-zoom","818","2.86057","-1.94896","-2.66211","-0.49871","0.732044","0"
"1","vdb-volume","spiral-zoom","819","2.85312","-1.9639","-2.62499","-0.498269","0.735916","0"
"1","vdb-volume","spiral-zoom","820","2.8453","-1.97864","-2.58798","-0.497762","0.739766","0"
"1","vdb-volume","spiral-zoom","821","2.83712","-1.99319","-2.55109","-0.49719","0.743596","0"
"1","vdb-volume","spiral-zoom","822","2.82858","-2.00754","-2.51434","-0.496553","0.747404","0"
"1","vdb-volume","spiral-zoom","823","2.81968","-2.02168","-2.47771","-0.49585","0.75119","0"
"1","vdb-volume","spiral-zoom","824","2.81042","-2.03563","-2.44122","-0.495082","0.754954","0"
"1","vdb-volume","spiral-zoom","825","2.80081","-2.04939","-2.40487","-0.494248","0.758697","0"
"1","vdb-volume","spiral-zoom","826","2.79084","-2.06294","-2.36867","-0.493349","0.762417","0"
"1","vdb-volume","spiral-zoom","827","2.78052","-2.0763","-2.33261","-0.492385","0.766116","0"
"1","vdb-volume","spiral-zoom","828","2.76985","-2.08945","-2.2967","-0.491354","0.769792","0"
"1","vdb-volume","spiral-zoom","829","2.75883","-2.1024","-2.26095","-0.490259","0.773445","0"
"1","vdb-volume","spiral-zoom","830","2.74746","-2.11516","-2.22536","-0.489097","0.777076","0"
"1","vdb-volume","spiral-zoom","831","2.73575","-2.12771","-2.18994","-0.48787","0.780683","0"
"1","vdb-volume","spiral-zoom","832","2.7237","-2.14007","-2.15468","-0.486578","0.784268","0"
"1","vdb-volume","spiral-zoom","833","2.7113","-2.15222","-2.1196","-0.485219","0.787829","0"
"1","vdb-volume","spiral-zoom","834","2.69857","-2.16417","-2.08469","-0.483796","0.791366","0"
"1","vdb-volume","spiral-zoom","835","2.6855","-2.17592","-2.04996","-0.482307","0.79488","0"
"1","vdb-volume","spiral-zoom","836","2.6721","-2.18747","-2.01541","-0.480752","0.798371","0"
"1","vdb-volume","spiral-zoom","837","2.65836","-2.19882","-1.98106","-0.479132","0.801837","0"
"1","vdb-volume","spiral-zoom","838","2.64429","-2.20996","-1.94689","-0.477447","0.80528","0"
"1","vdb-volume","spiral-zoom","839","2.6299","-2.22091","-1.91292","-0.475696","0.808698","0"
"1","vdb-volume","spiral-zoom","840","2.61518","-2.23165","-1.87915","-0.47388","0.812091","0"
"1","vdb-volume","spiral-zoom","841","2.60014","-2.24219","-1.84558","-0.471999","0.81546","0"
"1","vdb-volume","spiral-zoom","842","2.58478","-2.25252","-1.81222","-0.470053","0.818804","0"
"1","vdb-volume","spiral-zoom","843","2.5691","-2.26266","-1.77906","-0.468043","0.822124","0"
"1","vdb-volume","spiral-zoom","844","2.5531","-2.27258","-1.74613","-0.465967","0.825417","0"
"1","vdb-volume","spiral-zoom","845","2.53679","-2.28231","-1.71341","-0.463827","0.828686","0"
"1","vdb-volume","spiral-zoom","846","2.52017","-2.29183","-1.68091","-0.461622","0.831929","0"
"1","vdb-volume","spiral-zoom","847","2.50325","-2.30115","-1.64864","-0.459353","0.835147","0"
"1","vdb-volume","spiral-zoom","848","2.48602","-2.31026","-1.61659","-0.45702","0.838339","0"
"1","vdb-volume","spiral-zoom","849","2.46849","-2.31917","-1.58478","-0.454623","0.841505","0"
"1","vdb-volume","spiral-zoom","850","2.45066","-2.32788","-1.5532","-0.452161","0.844645","0"
"1","vdb-volume","spiral-zoom","851","2.43254","-2.33638","-1.52187","-0.449636","0.847759","0"
"1","vdb-volume","spiral-zoom","852","2.41412","-2.34468","-1.49077","-0.447048","0.850846","0"
"1","vdb-volume","spiral-zoom","853","2.39541","-2.35277","-1.45992","-0.444396","0.853906","0"
"1","vdb-volume","spiral-zoom","854","2.37641","-2.36066","-1.42932","-0.441681","0.85694","0"
"1","vdb-volume","spiral-zoom","855","2.35713","-2.36834","-1.39897","-0.438903","0.859946","0"
"1","vdb-volume","spiral-zoom","856","2.33757","-2.37582","-1.36888","-0.436063","0.862926","0"
"1","vdb-volume","spiral-zoom","857","2.31773","-2.3831","-1.33905","-0.43316","0.865878","0"
"1","vdb-volume","spiral-zoom","858","2.29762","-2.39017","-1.30948","-0.430195","0.868803","0"
"1","vdb-volume","spiral-zoom","859","2.27723","-2.39703","-1.28018","-0.427168","0.8717","0"
"1","vdb-volume","spiral-zoom","860","2.25658","-2.40369","-1.25115","-0.424079","0.874569","0"
"1","vdb-volume","spiral-zoom","861","2.23566","-2.41014","-1.22238","-0.420929","0.877411","0"
"1","vdb-volume","spiral-zoom","862","2.21447","-2.41639","-1.1939","-0.417718","0.880224","0"
"1","vdb-volume","spiral-zoom","863","2.19303","-2.42243","-1.16569","-0.414446","0.883009","0"
"1","vdb-volume","spiral-zoom","864","2.17134","-2.42827","-1.13776","-0.411113","0.885766","0"
"1","vdb-volume","spiral-zoom","865","2.14939","-2.4339","-1.11012","-0.40772","0.888494","0"
"1","vdb-volume","spiral-zoom","866","2.1272","-2.43933","-1.08276","-0.404267","0.891192","0"
"1","vdb-volume","spiral-zoom","867","2.10476","-2.44455","-1.0557","-0.400755","0.893863","0"
"1","vdb-volume","spiral-zoom","868","2.08208","-2.44957","-1.02892","-0.397184","0.896504","0"
"1","vdb-volume","spiral-zoom","869","2.05916","-2.45438","-1.00245","-0.393553","0.899116","0"
"1","vdb-volume","spiral-zoom","870","2.03601","-2.45898","-0.976272","-0.389864","0.901698","0"
"1","vdb-volume","spiral-zoom","871","2.01263","-2.46338","-0.950396","-0.386117","0.90425","0"
"1","vdb-volume","spiral-zoom","872","1.98902","-2.46758","-0.924824","-0.382312","0.906774","0"
"1","vdb-volume","spiral-zoom","873","1.96519","-2.47157","-0.899559","-0.37845","0.909267","0"
"1","vdb-volume","spiral-zoom","874","1.94113","-2.47535","-0.874603","-0.374531","0.911729","0"
"1","vdb-volume","spiral-zoom","875","1.91687","-2.47893","-0.849959","-0.370555","0.914162","0"
"1","vdb-volume","spiral-zoom","876","1.89239","-2.4823","-0.825629","-0.366523","0.916564","0"
"1","vdb-volume","spiral-zoom","877","1.8677","-2.48547","-0.801618","-0.362435","0.918936","0"
"1","vdb-volume","spiral-zoom","878","1.84281","-2.48844","-0.777925","-0.358292","0.921276","0"
"1","vdb-volume","spiral-zoom","879","1.81772","-2.49119","-0.754554","-0.354094","0.923587","0"
"1","vdb-volume","spiral-zoom","880","1.79244","-2.49375","-0.731508","-0.349841","0.925866","0"
"1","vdb-volume","spiral-zoom","881","1.76697","-2.4961","-0.708791","-0.345535","0.928113","0"
"1","vdb-volume","spiral-zoom","882","1.7413","-2.49824","-0.6864","-0.341175","0.93033","0"
"1","vdb-volume","spiral-zoom","883","1.71545","-2.50018","-0.66434","-0.336762","0.932514","0"
"1","vdb-volume","spiral-zoom","884","1.68942","-2.50192","-0.642613","-0.332297","0.934667","0"
"1","vdb-volume","spiral-zoom","885","1.66322","-2.50345","-0.621223","-0.327779","0.936788","0"
"1","vdb-volume","spiral-zoom","886","1.63684","-2.50478","-0.600169","-0.32321","0.938878","0"
"1","vdb-volume","spiral-zoom","887","1.6103","-2.5059","-0.579455","-0.31859","0.940935","0"
"1","vdb-volume","spiral-zoom","888","1.58359","-2.50682","-0.559083","-0.31392","0.942959","0"
"1","vdb-volume","spiral-zoom","889","1.55673","-2.50754","-0.539054","-0.3092","0.944951","0"
"1","vdb-volume","spiral-zoom","890","1.52971","-2.50805","-0.51937","-0.30443","0.94691","0"
"1","vdb-volume","spiral-zoom","891","1.50253","-2.50836","-0.500033","-0.299611","0.948837","0"
"1","vdb-volume","spiral-zoom","892","1.47522","-2.50846","-0.481047","-0.294745","0.95073","0"
"1","vdb-volume","spiral-zoom","893","1.44776","-2.50836","-0.462411","-0.289831","0.95259","0"
"1","vdb-volume","spiral-zoom","894","1.42016","-2.50806","-0.444127","-0.284869","0.954417","0"
"1","vdb-volume","spiral-zoom","895","1.39243","-2.50757","-0.426196","-0.279862","0.956211","0"
"1","vdb-volume","spiral-zoom","896","1.36457","-2.50686","-0.408621","-0.274808","0.957971","0"
"1","vdb-volume","spiral-zoom","897","1.33659","-2.50595","-0.391403","-0.269709","0.959697","0"
"1","vdb-volume","spiral-zoom","898","1.30849","-2.50484","-0.374544","-0.264565","0.96139","0"
"1","vdb-volume","spiral-zoom","899","1.28027","-2.50353","-0.358045","-0.259378","0.963048","0"
"1","vdb-volume","spiral-zoom","900","1.25194","-2.50202","-0.341906","-0.254146","0.964672","0"
"1","vdb-volume","spiral-zoom","901","1.2235","-2.50031","-0.326131","-0.248873","0.966262","0"
"1","vdb-volume","spiral-zoom","902","1.19496","-2.49839","-0.31072","-0.243557","0.967817","0"
"1","vdb-volume","spiral-zoom","903","1.16633","-2.49628","-0.295674","-0.2382","0.969337","0"
"1","vdb-volume","spiral-zoom","904","1.1376","-2.49396","-0.280994","-0.232803","0.970822","0"
"1","vdb-volume","spiral-zoom","905","1.10878","-2.49145","-0.266681","-0.227365","0.972273","0"
"1","vdb-volume","spiral-zoom","906","1.07988","-2.48873","-0.252737","-0.221888","0.973688","0"
"1","vdb-volume","spiral-zoom","907","1.0509","-2.48582","-0.239162","-0.216372","0.975068","0"
"1","vdb-volume","spiral-zoom","908","1.02184","-2.48271","-0.225957","-0.210818","0.976413","0"
"1","vdb-volume","spiral-zoom","909","0.992718","-2.4794","-0.213123","-0.205228","0.977722","0"
"1","vdb-volume","spiral-zoom","910","0.963528","-2.47588","-0.200662","-0.199601","0.978995","0"
"1","vdb-volume","spiral-zoom","911","0.934277","-2.47218","-0.188573","-0.193938","0.980233","0"
"1","vdb-volume","spiral-zoom","912","0.904969","-2.46827","-0.176858","-0.18824","0.981434","0"
"1","vdb-volume","spiral-zoom","913","0.875611","-2.46416","-0.165517","-0.182508","0.982599","0"
"1","vdb-volume","spiral-zoom","914","0.846205","-2.45986","-0.15455","-0.176743","0.983727","0"
"1","vdb-volume","spiral-zoom","915","0.81676","-2.45537","-0.143959","-0.170945","0.98482","0"
"1","vdb-volume","spiral-zoom","916","0.787275","-2.45068","-0.133743","-0.165116","0.985876","0"
"1","vdb-volume","spiral-zoom","917","0.757758","-2.44578","-0.123903","-0.159255","0.986894","0"
"1","vdb-volume","spiral-zoom","918","0.728214","-2.4407","-0.11444","-0.153364","0.987876","0"
"1","vdb-volume","spiral-zoom","919","0.698645","-2.43542","-0.105353","-0.147444","0.98882","0"
"1","vdb-volume","spiral-zoom","920","0.669059","-2.42994","-0.096643","-0.141495","0.989728","0"
"1","vdb-volume","spiral-zoom","921","0.63946","-2.42427","-0.088311","-0.135518","0.990598","0"
"1","vdb-volume","spiral-zoom","922","0.609851","-2.41841","-0.080356","-0.129514","0.991431","0"
"1","vdb-volume","spiral-zoom","923","0.580238","-2.41235","-0.072777","-0.123484","0.992226","0"
"1","vdb-volume","spiral-zoom","924","0.550627","-2.4061","-0.065576","-0.117429","0.992983","0"
"1","vdb-volume","spiral-zoom","925","0.521021","-2.39966","-0.058754","-0.11135","0.993702","0"
"1","vdb-volume","spiral-zoom","926","0.491426","-2.39302","-0.052307","-0.105247","0.994383","0"
"1","vdb-volume","spiral-zoom","927","0.461847","-2.3862","-0.046238","-0.099122","0.995026","0"
"1","vdb-volume","spiral-zoom","928","0.432287","-2.37918","-0.040545","-0.092975","0.995631","0"
"1","vdb-volume","spiral-zoom","929","0.402752","-2.37197","-0.035229","-0.086807","0.996196","0"
"1","vdb-volume","spiral-zoom","930","0.373245","-2.36458","-0.030289","-0.080619","0.996723","0"
"1","vdb-volume","spiral-zoom","931","0.343773","-2.35699","-0.025724","-0.074412","0.997212","0"
"1","vdb-volume","spiral-zoom","932","0.314341","-2.34921","-0.021534","-0.068187","0.997661","0"
"1","vdb-volume","spiral-zoom","933","0.284951","-2.34125","-0.017719","-0.061944","0.998072","0"
"1","vdb-volume","spiral-zoom","934","0.255612","-2.33309","-0.014278","-0.055686","0.998443","0"
"1","vdb-volume","spiral-zoom","935","0.226325","-2.32475","-0.011211","-0.049412","0.998775","0"
"1","vdb-volume","spiral-zoom","936","0.197096","-2.31623","-0.008515","-0.043124","0.999068","0"
"1","vdb-volume","spiral-zoom","937","0.167931","-2.30751","-0.006192","-0.036822","0.999321","0"
"1","vdb-volume","spiral-zoom","938","0.138835","-2.29861","-0.00424","-0.030508","0.999534","0"
"1","vdb-volume","spiral-zoom","939","0.10981","-2.28953","-0.002657","-0.024183","0.999708","0"
"1","vdb-volume","spiral-zoom","940","0.080862","-2.28026","-0.001444","-0.017846","0.999841","0"
"1","vdb-volume","spiral-zoom","941","0.051996","-2.2708","-0.000598","-0.011501","0.999934","0"
"1","vdb-volume","spiral-zoom","942","0.023217","-2.26116","-0.00012","-0.005147","0.999987","0"
"1","vdb-volume","spiral-zoom","943","-0.00547","-2.25134","-0.000006","0.001215","0.999999","0"
"1","vdb-volume","spiral-zoom","944","-0.034063","-2.24134","-0.000258","0.007584","0.999971","0"
"1","vdb-volume","spiral-zoom","945","-0.062552","-2.23115","-0.000873","0.013958","0.999902","0"
"1","vdb-volume","spiral-zoom","946","-0.090938","-2.22079","-0.00185","0.020336","0.999793","0"
"1","vdb-volume","spiral-zoom","947","-0.119212","-2.21025","-0.003187","0.026718","0.999643","0"
"1","vdb-volume","spiral-zoom","948","-0.147372","-2.19952","-0.004884","0.033103","0.999451","0"
"1","vdb-volume","spiral-zoom","949","-0.17541","-2.18862","-0.006937","0.039488","0.999219","0"
"1","vdb-volume","spiral-zoom","950","-0.203325","-2.17753","-0.009347","0.045875","0.998945","0"
"1","vdb-volume","spiral-zoom","951","-0.231113","-2.16628","-0.012111","0.05226","0.99863","0"
"1","vdb-volume","spiral-zoom","952","-0.258766","-2.15484","-0.015228","0.058644","0.998273","0"
"1","vdb-volume","spiral-zoom","953","-0.286281","-2.14322","-0.018695","0.065026","0.997875","0"
"1","vdb-volume","spiral-zoom","954","-0.313653","-2.13143","-0.022511","0.071403","0.997434","0"
"1","vdb-volume","spiral-zoom","955","-0.340879","-2.11947","-0.026674","0.077776","0.996952","0"
"1","vdb-volume","spiral-zoom","956","-0.367953","-2.10733","-0.031182","0.084143","0.996428","0"
"1","vdb-volume","spiral-zoom","957","-0.394871","-2.09502","-0.036035","0.090503","0.995862","0"
"1","vdb-volume","spiral-zoom","958","-0.421627","-2.08253","-0.041227","0.096854","0.995253","0"
"1","vdb-volume","spiral-zoom","959","-0.448219","-2.06988","-0.046758","0.103197","0.994603","0"
"1","vdb-volume","spiral-zoom","960","-0.47464","-2.05705","-0.052626","0.109529","0.993909","0"
"1","vdb-volume","spiral-zoom","961","-0.500887","-2.04405","-0.058828","0.11585","0.993174","0"
"1","vdb-volume","spiral-zoom","962","-0.526956","-2.03088","-0.065363","0.122159","0.992395","0"
"1","vdb-volume","spiral-zoom","963","-0.552843","-2.01755","-0.072227","0.128454","0.991574","0"
"1","vdb-volume","spiral-zoom","964","-0.578541","-2.00404","-0.079418","0.134734","0.990709","0"
"1","vdb-volume","spiral-zoom","965","-0.60405","-1.99037","-0.086934","0.140999","0.989802","0"
"1","vdb-volume","spiral-zoom","966","-0.629363","-1.97653","-0.094774","0.147248","0.988851","0"
"1","vdb-volume","spiral-zoom","967","-0.654473","-1.96253","-0.102931","0.153477","0.987857","0"
"1","vdb-volume","spiral-zoom","968","-0.679382","-1.94836","-0.111407","0.159688","0.98682","0"
"1","vdb-volume","spiral-zoom","969","-0.704081","-1.93402","-0.120196","0.165879","0.98574","0"
"1","vdb-volume","spiral-zoom","970","-0.728569","-1.91953","-0.129297","0.172048","0.984615","0"
"1","vdb-volume","spiral-zoom","971","-0.752838","-1.90487","-0.138706","0.178195","0.983448","0"
"1","vdb-volume","spiral-zoom","972","-0.776885","-1.89005","-0.14842","0.184318","0.982236","0"
"1","vdb-volume","spiral-zoom","973","-0.800709","-1.87506","-0.158437","0.190416","0.98098","0"
"1","vdb-volume","spiral-zoom","974","-0.824304","-1.85993","-0.168755","0.196489","0.979681","0"
"1","vdb-volume","spiral-zoom","975","-0.847666","-1.84463","-0.179369","0.202535","0.978337","0"
"1","vdb-volume","spiral-zoom","976","-0.870791","-1.82917","-0.190276","0.208552","0.976949","0"
"1","vdb-volume","spiral-zoom","977","-0.893676","-1.81355","-0.201474","0.21454","0.975517","0"
"1","vdb-volume","spiral-zoom","978","-0.916316","-1.79778","-0.212959","0.220498","0.974041","0"
"1","vdb-volume","spiral-zoom","979","-0.938705","-1.78185","-0.224727","0.226424","0.972519","0"
"1","vdb-volume","spiral-zoom","980","-0.960844","-1.76577","-0.236776","0.232318","0.970954","0"
"1","vdb-volume","spiral-zoom","981","-0.982725","-1.74954","-0.249101","0.238177","0.969343","0"
"1","vdb-volume","spiral-zoom","982","-1.00435","-1.73316","-0.261702","0.244002","0.967689","0"
"1","vdb-volume","spiral-zoom","983","-1.0257","-1.71662","-0.27457","0.249789","0.965989","0"
"1","vdb-volume","spiral-zoom","984","-1.0468","-1.69993","-0.287705","0.25554","0.964244","0"
"1","vdb-volume","spiral-zoom","985","-1.06762","-1.68309","-0.301104","0.261253","0.962454","0"
