"ae","dataset","camera_path","camera_step","pos_x","pos_y","pos_z","view_x","view_y","view_z"
"1","vdb-volume","spiral-zoom","438","-3.64161","10.8454","-1.70326","0.383768","-0.905816","0"
"1","vdb-volume","spiral-zoom","439","-3.66661","10.8172","-1.7363","0.386805","-0.903787","0"
"1","vdb-volume","spiral-zoom","440","-3.69122","10.7889","-1.76954","0.389807","-0.901737","0"
"1","vdb-volume","spiral-zoom","441","-3.71545","10.7604","-1.80299","0.392775","-0.899666","0"
"1","vdb-volume","spiral-zoom","442","-3.73929","10.7317","-1.83664","0.395709","-0.897573","0"
"1","vdb-volume","spiral-zoom","443","-3.76273","10.7029","-1.87049","0.398606","-0.89546","0"
"1","vdb-volume","spiral-zoom","444","-3.78579","10.6739","-1.90453","0.401469","-0.893326","0"
"1","vdb-volume","spiral-zoom","445","-3.80845","10.6448","-1.93877","0.404295","-0.89117","0"
"1","vdb-volume","spiral-zoom","446","-3.83072","10.6155","-1.97319","0.407086","-0.888995","0"
"1","vdb-volume","spiral-zoom","447","-3.85259","10.5861","-2.00779","0.409841","-0.886798","0"
"1","vdb-volume","spiral-zoom","448","-3.87406","10.5565","-2.04257","0.412558","-0.88458","0"
"1","vdb-volume","spiral-zoom","449","-3.89513","10.5268","-2.07753","0.415239","-0.882342","0"
"1","vdb-volume","spiral-zoom","450","-3.9158","10.4969","-2.11266","0.417883","-0.880081","0"
"1","vdb-volume","spiral-zoom","451","-3.93607","10.4668","-2.14796","0.420489","-0.877802","0"
"1","vdb-volume","spiral-zoom","452","-3.95594","10.4367","-2.18341","0.423057","-0.875501","0"
"1","vdb-volume","spiral-zoom","453","-3.97539","10.4063","-2.21903","0.425588","-0.873179","0"
"1","vdb-volume","spiral-zoom","454","-3.99445","10.3758","-2.2548","0.42808","-0.870836","0"
"1","vdb-volume","spiral-zoom","455","-4.01309","10.3452","-2.29072","0.430534","-0.868473","0"
"1","vdb-volume","spiral-zoom","456","-4.03132","10.3144","-2.32679","0.432948","-0.86609","0"
"1","vdb-volume","spiral-zoom","457","-4.04915","10.2835","-2.36301","0.435324","-0.863686","0"
"1","vdb-volume","spiral-zoom","458","-4.06656","10.2525","-2.39935","0.437661","-0.861261","0"
"1","vdb-volume","spiral-zoom","459","-4.08355","10.2213","-2.43584","0.439958","-0.858815","0"
"1","vdb-volume","spiral-zoom","460","-4.10014","10.1899","-2.47246","0.442215","-0.85635","0"
"1","vdb-volume","spiral-zoom","461","-4.11631","10.1584","-2.50921","0.444433","-0.853864","0"
"1","vdb-volume","spiral-zoom","462","-4.13206","10.1268","-2.54607","0.44661","-0.851358","0"
"1","vdb-volume","spiral-zoom","463","-4.1474","10.0951","-2.58306","0.448747","-0.848831","0"
"1","vdb-volume","spiral-zoom","464","-4.16232","10.0632","-2.62016","0.450842","-0.846284","0"
"1","vdb-volume","spiral-zoom","465","-4.17682","10.0311","-2.65737","0.452897","-0.843717","0"
"1","vdb-volume","spiral-zoom","466","-4.19089","9.99895","-2.69468","0.454911","-0.841129","0"
"1","vdb-volume","spiral-zoom","467","-4.20456","9.96665","-2.7321","0.456884","-0.838522","0"
"1","vdb-volume","spiral-zoom","468","-4.21779","9.93421","-2.76962","0.458815","-0.835894","0"
"1","vdb-volume","spiral-zoom","469","-4.23061","9.90164","-2.80723","0.460704","-0.833246","0"
"1","vdb-volume","spiral-zoom","470","-4.243","9.86893","-2.84493","0.462551","-0.830578","0"
"1","vdb-volume","spiral-zoom","471","-4.25497","9.8361","-2.88271","0.464355","-0.82789","0"
"1","vdb-volume","spiral-zoom","472","-4.26652","9.80314","-2.92058","0.466118","-0.825183","0"
"1","vdb-volume","spiral-zoom","473","-4.27763","9.77005","-2.95852","0.467837","-0.822454","0"
"1","vdb-volume","spiral-zoom","474","-4.28833","9.73682","-2.99654","0.469514","-0.819707","0"
"1","vdb-volume","spiral-zoom","475","-4.2986","9.70348","-3.03462","0.471148","-0.816939","0"
"1","vdb-volume","spiral-zoom","476","-4.30844","9.67001","-3.07278","0.472739","-0.814152","0"
"1","vdb-volume","spiral-zoom","477","-4.31786","9.63641","-3.11099","0.474286","-0.811345","0"
"1","vdb-volume","spiral-zoom","478","-4.32685","9.60269","-3.14925","0.47579","-0.808518","0"
"1","vdb-volume","spiral-zoom","479","-4.33541","9.56884","-3.18757","0.47725","-0.805671","0"
"1","vdb-volume","spiral-zoom","480","-4.34355","9.53488","-3.22594","0.478666","-0.802805","0"
"1","vdb-volume","spiral-zoom","481","-4.35125","9.5008","-3.26435","0.480038","-0.79992","0"
"1","vdb-volume","spiral-zoom","482","-4.35853","9.46659","-3.3028","0.481365","-0.797014","0"
"1","vdb-volume","spiral-zoom","483","-4.36538","9.43226","-3.34129","0.482648","-0.79409","0"
"1","vdb-volume","spiral-zoom","484","-4.37181","9.39782","-3.37981","0.483887","-0.791145","0"
"1","vdb-volume","spiral-zoom","485","-4.3778","9.36326","-3.41835","0.48508","-0.788182","0"
"1","vdb-volume","spiral-zoom","486","-4.38337","9.32859","-3.45692","0.48623","-0.7852","0"
"1","vdb-volume","spiral-zoom","487","-4.3885","9.2938","-3.49551","0.487333","-0.782197","0"
"1","vdb-volume","spiral-zoom","488","-4.39321","9.2589","-3.53411","0.488392","-0.779176","0"
"1","vdb-volume","spiral-zoom","489","-4.39749","9.22388","-3.57272","0.489405","-0.776135","0"
"1","vdb-volume","spiral-zoom","490","-4.40135","9.18875","-3.61134","0.490373","-0.773076","0"
"1","vdb-volume","spiral-zoom","491","-4.40477","9.15351","-3.64996","0.491295","-0.769997","0"
"1","vdb-volume","spiral-zoom","492","-4.40776","9.11817","-3.68857","0.492171","-0.766899","0"
"1","vdb-volume","spiral-zoom","493","-4.41033","9.08271","-3.72718","0.493002","-0.763783","0"
"1","vdb-volume","spiral-zoom","494","-4.41248","9.04714","-3.76578","0.493786","-0.760647","0"
"1","vdb-volume","spiral-zoom","495","-4.41419","9.01148","-3.80436","0.494524","-0.757492","0"
"1","vdb-volume","spiral-zoom","496","-4.41548","8.9757","-3.84293","0.495217","-0.754319","0"
"1","vdb-volume","spiral-zoom","497","-4.41634","8.93982","-3.88147","0.495862","-0.751127","0"
"1","vdb-volume","spiral-zoom","498","-4.41677","8.90384","-3.91999","0.496462","-0.747916","0"
"1","vdb-volume","spiral-zoom","499","-4.41678","8.86775","-3.95847","0.497014","-0.744687","0"
"1","vdb-volume","spiral-zoom","500","-4.41637","8.83157","-3.99692","0.497521","-0.741439","0"
"1","vdb-volume","spiral-zoom","501","-4.41553","8.79528","-4.03533","0.49798","-0.738172","0"
"1","vdb-volume","spiral-zoom","502","-4.41426","8.75889","-4.07369","0.498393","-0.734887","0"
"1","vdb-volume","spiral-zoom","503","-4.41257","8.72241","-4.11201","0.498758","-0.731584","0"
"1","vdb-volume","spiral-zoom","504","-4.41047","8.68583","-4.15028","0.499077","-0.728262","0"
"1","vdb-volume","spiral-zoom","505","-4.40793","8.64915","-4.18848","0.499349","-0.724922","0"
"1","vdb-volume","spiral-zoom","506","-4.40498","8.61237","-4.22663","0.499573","-0.721563","0"
"1","vdb-volume","spiral-zoom","507","-4.40161","8.57551","-4.26471","0.499751","-0.718187","0"
"1","vdb-volume","spiral-zoom","508","-4.39782","8.53855","-4.30273","0.499881","-0.714792","0"
"1","vdb-volume","spiral-zoom","509","-4.3936","8.5015","-4.34067","0.499963","-0.711379","0"
"1","vdb-volume","spiral-zoom","510","-4.38898","8.46436","-4.37853","0.499998","-0.707949","0"
"1","vdb-volume","spiral-zoom","511","-4.38393","8.42713","-4.41632","0.499986","-0.7045","1"
"1","vdb-volume","spiral-zoom","512","-4.37847","8.38981","-4.45401","0.499927","-0.701033","1"
"1","vdb-volume","spiral-zoom","513","-4.3726","8.3524","-4.49162","0.49982","-0.697549","1"
"1","vdb-volume","spiral-zoom","514","-4.36631","8.31491","-4.52914","0.499665","-0.694046","1"
"1","vdb-volume","spiral-zoom","515","-4.35961","8.27733","-4.56656","0.499463","-0.690527","1"
"1","vdb-volume","spiral-zoom","516","-4.3525","8.23967","-4.60389","0.499213","-0.686989","1"
"1","vdb-volume","spiral-zoom","517","-4.34497","8.20192","-4.6411","0.498915","-0.683434","1"
"1","vdb-volume","spiral-zoom","518","-4.33705","8.16409","-4.6782","0.49857","-0.679862","1"
"1","vdb-volume","spiral-zoom","519","-4.3287","8.12618","-4.71519","0.498177","-0.676271","1"
"1","vdb-volume","spiral-zoom","520","-4.31996","8.08819","-4.75207","0.497736","-0.672664","1"
"1","vdb-volume","spiral-zoom","521","-4.31081","8.05012","-4.78882","0.497248","-0.669039","1"
"1","vdb-volume","spiral-zoom","522","-4.30126","8.01198","-4.82545","0.496712","-0.665397","1"
"1","vdb-volume","spiral-zoom","523","-4.2913","7.97376","-4.86196","0.496128","-0.661738","1"
"1","vdb-volume","spiral-zoom","524","-4.28094","7.93546","-4.89832","0.495497","-0.658062","1"
"1","vdb-volume","spiral-zoom","525","-4.27019","7.89708","-4.93455","0.494818","-0.654368","1"
"1","vdb-volume","spiral-zoom","526","-4.25904","7.85864","-4.97064","0.494091","-0.650658","1"
"1","vdb-volume","spiral-zoom","527","-4.24749","7.82012","-5.00659","0.493316","-0.646931","1"
"1","vdb-volume","spiral-zoom","528","-4.23555","7.78153","-5.04239","0.492494","-0.643187","1"
"1","vdb-volume","spiral-zoom","529","-4.22321","7.74287","-5.07803","0.491624","-0.639426","1"
"1","vdb-volume","spiral-zoom","530","-4.21048","7.70414","-5.11352","0.490707","-0.635648","1"
"1","vdb-volume","spiral-zoom","531","-4.19737","7.66535","-5.14886","0.489742","-0.631854","1"
"1","vdb-volume","spiral-zoom","532","-4.18386","7.62649","-5.18402","0.48873","-0.628044","1"
"1","vdb-volume","spiral-zoom","533","-4.16998","7.58756","-5.21902","0.48767","-0.624217","1"
"1","vdb-volume","spiral-zoom","534","-4.1557","7.54857","-5.25386","0.486563","-0.620373","1"
"1","vdb-volume","spiral-zoom","535","-4.14105","7.50951","-5.28851","0.485408","-0.616513","1"
"1","vdb-volume","spiral-zoom","536","-4.12601","7.47039","-5.32298","0.484206","-0.612636","1"
"1","vdb-volume","spiral-zoom","537","-4.1106","7.43121","-5.35728","0.482957","-0.608744","1"
"1","vdb-volume","spiral-zoom","538","-4.09481","7.39197","-5.39139","0.481661","-0.604836","1"
"1","vdb-volume","spiral-zoom","539","-4.07865","7.35267","-5.4253","0.480318","-0.600911","1"
"1","vdb-volume","spiral-zoom","540","-4.06211","7.31331","-5.45903","0.478928","-0.596971","1"
"1","vdb-volume","spiral-zoom","541","-4.0452","7.2739","-5.49256","0.47749","-0.593014","1"
"1","vdb-volume","spiral-zoom","542","-4.02793","7.23443","-5.52589","0.476006","-0.589042","1"
"1","vdb-volume","spiral-zoom","543","-4.01029","7.1949","-5.55901","0.474475","-0.585054","1"
"1","vdb-volume","spiral-zoom","544","-3.99229","7.15532","-5.59193","0.472898","-0.58105","1"
"1","vdb-volume","spiral-zoom","545","-3.97392","7.11569","-5.62464","0.471274","-0.577031","1"
"1","vdb-volume","spiral-zoom","546","-3.95519","7.07601","-5.65713","0.469603","-0.572996","1"
"1","vdb-volume","spiral-zoom","547","-3.93612","7.03628","-5.6894","0.467887","-0.568946","1"
"1","vdb-volume","spiral-zoom","548","-3.91668","6.9965","-5.72146","0.466124","-0.56488","1"
"1","vdb-volume","spiral-zoom","549","-3.89689","6.95667","-5.75329","0.464315","-0.5608","1"
"1","vdb-volume","spiral-zoom","550","-3.87676","6.91679","-5.78488","0.46246","-0.556703","1"
"1","vdb-volume","spiral-zoom","551","-3.85627","6.87687","-5.81625","0.460559","-0.552592","1"
"1","vdb-volume","spiral-zoom","552","-3.83545","6.83691","-5.84739","0.458613","-0.548466","1"
"1","vdb-volume","spiral-zoom","553","-3.81428","6.7969","-5.87829","0.45662","-0.544325","1"
"1","vdb-volume","spiral-zoom","554","-3.79277","6.75685","-5.90894","0.454583","-0.540169","1"
"1","vdb-volume","spiral-zoom","555","-3.77092","6.71676","-5.93935","0.4525","-0.535999","1"
"1","vdb-volume","spiral-zoom","556","-3.74874","6.67662","-5.96951","0.450372","-0.531813","1"
"1","vdb-volume","spiral-zoom","557","-3.72622","6.63645","-5.99942","0.448199","-0.527613","1"
"1","vdb-volume","spiral-zoom","558","-3.70338","6.59624","-6.02908","0.445981","-0.523398","1"
"1","vdb-volume","spiral-zoom","559","-3.68021","6.55599","-6.05848","0.443719","-0.519169","1"
"1","vdb-volume","spiral-zoom","560","-3.65672","6.51572","-6.08762","0.441412","-0.514926","1"
"1","vdb-volume","spiral-zoom","561","-3.63291","6.4754","-6.11649","0.439061","-0.510668","1"
"1","vdb-volume","spiral-zoom","562","-3.60877","6.43505","-6.1451","0.436666","-0.506396","1"
"1","vdb-volume","spiral-zoom","563","-3.58433","6.39467","-6.17343","0.434226","-0.50211","1"
"1","vdb-volume","spiral-zoom","564","-3.55957","6.35426","-6.20149","0.431743","-0.497809","1"
"1","vdb-volume","spiral-zoom","565","-3.5345","6.31382","-6.22928","0.429217","-0.493495","1"
"1","vdb-volume","spiral-zoom","566","-3.50912","6.27335","-6.25679","0.426647","-0.489168","1"
"1","vdb-volume","spiral-zoom","567","-3.48344","6.23285","-6.28402","0.424034","-0.484826","1"
"1","vdb-volume","spiral-zoom","568","-3.45746","6.19232","-6.31096","0.421378","-0.480471","1"
"1","vdb-volume","spiral-zoom","569","-3.43118","6.15177","-6.33761","0.418679","-0.476102","1"
"1","vdb-volume","spiral-zoom","570","-3.40461","6.1112","-6.36397","0.415938","-0.471719","1"
"1","vdb-volume","spiral-zoom","571","-3.37774","6.0706","-6.39004","0.413154","-0.467323","1"
"1","vdb-volume","spiral-zoom","572","-3.35059","6.02998","-6.41582","0.410329","-0.462914","1"
"1","vdb-volume","spiral-zoom","573","-3.32315","5.98934","-6.44129","0.407461","-0.458492","1"
"1","vdb-volume","spiral-zoom","574","-3.29542","5.94868","-6.46646","0.404552","-0.454056","1"
"1","vdb-volume","spiral-zoom","575","-3.26742","5.908","-6.49132","0.401601","-0.449607","1"
"1","vdb-volume","spiral-zoom","576","-3.23915","5.86731","-6.51588","0.39861","-0.445146","1"
"1","vdb-volume","spiral-zoom","577","-3.2106","5.8266","-6.54013","0.395577","-0.440672","1"
"1","vdb-volume","spiral-zoom","578","-3.18178","5.78587","-6.56407","0.392504","-0.436185","1"
"1","vdb-volume","spiral-zoom","579","-3.15269","5.74513","-6.58769","0.38939","-0.431685","1"
"1","vdb-volume","spiral-zoom","580","-3.12334","5.70437","-6.611","0.386236","-0.427172","1"
"1","vdb-volume","spiral-zoom","581","-3.09373","5.66361","-6.63398","0.383043","-0.422647","1"
"1","vdb-volume","spiral-zoom","582","-3.06387","5.62283","-6.65664","0.37981","-0.41811","1"
"1","vdb-volume","spiral-zoom","583","-3.03375","5.58205","-6.67898","0.376537","-0.413561","1"
"1","vdb-volume","spiral-zoom","584","-3.00338","5.54125","-6.70098","0.373226","-0.408999","1"
"1","vdb-volume","spiral-zoom","585","-2.97277","5.50045","-6.72266","0.369875","-0.404425","1"
"1","vdb-volume","spiral-zoom","586","-2.94191","5.45964","-6.744","0.366486","-0.399839","1"
"1","vdb-volume","spiral-zoom","587","-2.91082","5.41883","-6.76502","0.363059","-0.395241","1"
"1","vdb-volume","spiral-zoom","588","-2.87949","5.37802","-6.7857","0.359595","-0.390631","1"
"1","vdb-volume","spiral-zoom","589","-2.84792","5.3372","-6.80603","0.356092","-0.38601","1"
"1","vdb-volume","spiral-zoom","590","-2.81613","5.29638","-6.82602","0.352552","-0.381377","1"
"1","vdb-volume","spiral-zoom","591","-2.78412","5.25556","-6.84567","0.348976","-0.376732","1"
"1","vdb-volume","spiral-zoom","592","-2.75188","5.21474","-6.86498","0.345362","-0.372077","1"
"1","vdb-volume","spiral-zoom","593","-2.71942","5.17392","-6.88394","0.341713","-0.367409","1"
"1","vdb-volume","spiral-zoom","594","-2.68675","5.1331","-6.90254","0.338027","-0.362731","1"
"1","vdb-volume","spiral-zoom","595","-2.65387","5.0923","-6.92079","0.334305","-0.358041","1"
"1","vdb-volume","spiral-zoom","596","-2.62078","5.05149","-6.9387","0.330548","-0.353341","1"
"1","vdb-volume","spiral-zoom","597","-2.58749","5.01069","-6.95624","0.326756","-0.348629","1"
"1","vdb-volume","spiral-zoom","598","-2.55399","4.9699","-6.97344","0.32293","-0.343907","1"
"1","vdb-volume","spiral-zoom","599","-2.52031","4.92912","-6.99026","0.319069","-0.339174","1"
"1","vdb-volume","spiral-zoom","600","-2.48643","4.88834","-7.00673","0.315174","-0.33443","1"
"1","vdb-volume","spiral-zoom","601","-2.45236","4.84758","-7.02283","0.311245","-0.329676","1"
"1","vdb-volume","spiral-zoom","602","-2.41811","4.80683","-7.03858","0.307283","-0.324912","1"
"1","vdb-volume","spiral-zoom","603","-2.38368","4.7661","-7.05395","0.303288","-0.320137","1"
"1","vdb-volume","spiral-zoom","604","-2.34907","4.72537","-7.06895","0.299261","-0.315352","1"
"1","vdb-volume","spiral-zoom","605","-2.31429","4.68467","-7.08358","0.295201","-0.310557","1"
"1","vdb-volume","spiral-zoom","606","-2.27933","4.64398","-7.09785","0.29111","-0.305752","1"
"1","vdb-volume","spiral-zoom","607","-2.24422","4.60331","-7.11174","0.286987","-0.300937","1"
"1","vdb-volume","spiral-zoom","608","-2.20894","4.56265","-7.12525","0.282832","-0.296112","1"
"1","vdb-volume","spiral-zoom","609","-2.1735","4.52202","-7.13839","0.278647","-0.291278","1"
"1","vdb-volume","spiral-zoom","610","-2.13791","4.4814","-7.15115","0.274432","-0.286434","1"
"1","vdb-volume","spiral-zoom","611","-2.10217","4.44082","-7.16354","0.270187","-0.281581","1"
"1","vdb-volume","spiral-zoom","612","-2.06629","4.40025","-7.17554","0.265912","-0.276718","1"
"1","vdb-volume","spiral-zoom","613","-2.03026","4.35971","-7.18716","0.261609","-0.271846","1"
"1","vdb-volume","spiral-zoom","614","-1.99409","4.31919","-7.1984","0.257276","-0.266965","1"
"1","vdb-volume","spiral-zoom","615","-1.95779","4.2787","-7.20925","0.252915","-0.262075","1"
"1","vdb-volume","spiral-zoom","616","-1.92136","4.23824","-7.21972","0.248526","-0.257176","1"
"1","vdb-volume","spiral-zoom","617","-1.88481","4.19781","-7.22979","0.244109","-0.252268","1"
"1","vdb-volume","spiral-zoom","618","-1.84813","4.1574","-7.23949","0.239666","-0.247352","1"
"1","vdb-volume","spiral-zoom","619","-1.81134","4.11703","-7.24879","0.235195","-0.242427","1"
"1","vdb-volume","spiral-zoom","620","-1.77443","4.07669","-7.25771","0.230699","-0.237494","1"
"1","vdb-volume","spiral-zoom","621","-1.73741","4.03639","-7.26623","0.226176","-0.232552","1"
"1","vdb-volume","spiral-zoom","622","-1.70028","3.99611","-7.27436","0.221628","-0.227602","1"
"1","vdb-volume","spiral-zoom","623","-1.66306","3.95588","-7.2821","0.217056","-0.222644","1"
"1","vdb-volume","spiral-zoom","624","-1.62574","3.91568","-7.28945","0.212458","-0.217678","1"
"1","vdb-volume","spiral-zoom","625","-1.58832","3.87552","-7.2964","0.207837","-0.212704","1"
"1","vdb-volume","spiral-zoom","626","-1.55081","3.8354","-7.30295","0.203192","-0.207723","1"
"1","vdb-volume","spiral-zoom","627","-1.51322","3.79531","-7.30911","0.198523","-0.202733","1"
"1","vdb-volume","spiral-zoom","628","-1.47555","3.75528","-7.31487","0.193832","-0.197737","1"
"1","vdb-volume","spiral-zoom","629","-1.4378","3.71528","-7.32024","0.189119","-0.192732","1"
"1","vdb-volume","spiral-zoom","630","-1.39998","3.67532","-7.32521","0.184384","-0.187721","1"
"1","vdb-volume","spiral-zoom","631","-1.36209","3.63541","-7.32977","0.179627","-0.182702","1"
"1","vdb-volume","spiral-zoom","632","-1.32413","3.59555","-7.33395","0.174849","-0.177676","1"
"1","vdb-volume","spiral-zoom","633","-1.28612","3.55573","-7.33771","0.170051","-0.172644","1"
"1","vdb-volume","spiral-zoom","634","-1.24805","3.51596","-7.34108","0.165233","-0.167604","1"
"1","vdb-volume","spiral-zoom","635","-1.20993","3.47624","-7.34405","0.160396","-0.162558","1"
"1","vdb-volume","spiral-zoom","636","-1.17175","3.43656","-7.34662","0.155539","-0.157505","1"
"1","vdb-volume","spiral-zoom","637","-1.13354","3.39694","-7.34879","0.150664","-0.152445","1"
"1","vdb-volume","spiral-zoom","638","-1.09528","3.35738","-7.35055","0.145771","-0.14738","1"
"1","vdb-volume","spiral-zoom","639","-1.05699","3.31786","-7.35192","0.140859","-0.142308","1"
"1","vdb-volume","spiral-zoom","640","-1.01867","3.2784","-7.35287","0.135932","-0.13723","1"
"1","vdb-volume","spiral-zoom","641","-0.980324","3.239","-7.35344","0.130987","-0.132146","1"
"1","vdb-volume","spiral-zoom","642","-0.941952","3.19965","-7.35359","0.126026","-0.127056","1"
"1","vdb-volume","spiral-zoom","643","-0.903562","3.16036","-7.35334","0.12105","-0.12196","1"
"1","vdb-volume","spiral-zoom","644","-0.865158","3.12113","-7.35269","0.116059","-0.116859","1"
"1","vdb-volume","spiral-zoom","645","-0.826744","3.08196","-7.35164","0.111053","-0.111753","1"
"1","vdb-volume","spiral-zoom","646","-0.788323","3.04285","-7.35019","0.106032","-0.106641","1"
"1","vdb-volume","spiral-zoom","647","-0.749901","3.00379","-7.34834","0.100999","-0.101523","1"
"1","vdb-volume","spiral-zoom","648","-0.71148","2.96481","-7.34608","0.095952","-0.096401","1"
"1","vdb-volume","spiral-zoom","649","-0.673065","2.92589","-7.34342","0.090892","-0.091273","1"
"1","vdb-volume","spiral-zoom","650","-0.634663","2.88703","-7.34036","0.085821","-0.086141","1"
"1","vdb-volume","spiral-zoom","651","-0.596275","2.84824","-7.3369","0.080737","-0.081004","1"
"1","vdb-volume","spiral-zoom","652","-0.557906","2.80952","-7.33303","0.075643","-0.075862","1"
"1","vdb-volume","spiral-zoom","653","-0.51956","2.77086","-7.32877","0.070539","-0.070716","1"
"1","vdb-volume","spiral-zoom","654","-0.48124","2.73228","-7.32411","0.065424","-0.065565","1"
"1","vdb-volume","spiral-zoom","655","-0.442953","2.69376","-7.31905","0.0603","-0.06041","1"
"1","vdb-volume","spiral-zoom","656","-0.404703","2.65532","-7.31358","0.055167","-0.055251","1"
"1","vdb-volume","spiral-zoom","657","-0.366492","2.61695","-7.30771","0.050026","-0.050088","1"
"1","vdb-volume","spiral-zoom","658","-0.328323","2.57866","-7.30146","0.044876","-0.044922","1"
"1","vdb-volume","spiral-zoom","659","-0.290204","2.54043","-7.2948","0.039719","-0.039751","1"
"1","vdb-volume","spiral-zoom","660","-0.252136","2.50229","-7.28774","0.034556","-0.034577","1"
"1","vdb-volume","spiral-zoom","661","-0.214126","2.46422","-7.28029","0.029386","-0.029399","1"
"1","vdb-volume","spiral-zoom","662","-0.176178","2.42623","-7.27245","0.024211","-0.024218","1"
"1","vdb-volume","spiral-zoom","663","-0.138291","2.38832","-7.2642","0.01903","-0.019034","1"
"1","vdb-volume","spiral-zoom","664","-0.100477","2.35049","-7.25557","0.013846","-0.013847","1"
"1","vdb-volume","spiral-zoom","665","-0.062732","2.31274","-7.24654","0.008656","-0.008657","1"
"1","vdb-volume","spiral-zoom","666","-0.025066","2.27507","-7.23712","0.003463","-0.003463","1"
"1","vdb-volume","spiral-zoom","667","0.012518","2.23748","-7.22731","-0.001732","0.001732","1"
"1","vdb-volume","spiral-zoom","668","0.050018","2.19998","-7.21711","-0.00693","0.00693","1"
"1","vdb-volume","spiral-zoom","669","0.087431","2.16256","-7.20652","-0.01213","0.012131","1"
"1","vdb-volume","spiral-zoom","670","0.124747","2.12523","-7.19554","-0.017331","0.017334","1"
"1","vdb-volume","spiral-zoom","671","0.161967","2.08799","-7.18417","-0.022533","0.022539","1"
"1","vdb-volume","spiral-zoom","672","0.199087","2.05084","-7.17242","-0.027736","0.027747","1"
"1","vdb-volume","spiral-zoom","673","0.236099","2.01377","-7.16028","-0.032938","0.032955","1"
"1","vdb-volume","spiral-zoom","674","0.273004","1.9768","-7.14777","-0.038139","0.038166","1"
"1","vdb-volume","spiral-zoom","675","0.309795","1.93991","-7.13487","-0.043338","0.043379","1"
"1","vdb-volume","spiral-zoom","676","0.346466","1.90312","-7.12158","-0.048535","0.048593","1"
"1","vdb-volume","spiral-zoom","677","0.383014","1.86643","-7.10792","-0.05373","0.053808","1"
"1","vdb-volume","spiral-zoom","678","0.419441","1.82983","-7.09389","-0.058921","0.059024","1"
"1","vdb-volume","spiral-zoom","679","0.455737","1.79332","-7.07947","-0.064109","0.064241","1"
"1","vdb-volume","spiral-zoom","680","0.491901","1.75691","-7.06468","-0.069292","0.06946","1"
"1","vdb-volume","spiral-zoom","681","0.527928","1.72059","-7.04952","-0.074471","0.074679","1"
"1","vdb-volume","spiral-zoom","682","0.563813","1.68438","-7.03399","-0.079644","0.079899","1"
"1","vdb-volume","spiral-zoom","683","0.599552","1.64827","-7.01808","-0.084811","0.085119","1"
"1","vdb-volume","spiral-zoom","684","0.635144","1.61225","-7.00181","-0.089971","0.09034","1"
"1","vdb-volume","spiral-zoom","685","0.670585","1.57633","-6.98517","-0.095124","0.095562","1"
"1","vdb-volume","spiral-zoom","686","0.705866","1.54052","-6.96817","-0.10027","0.100783","1"
"1","vdb-volume","spiral-zoom","687","0.740987","1.50481","-6.9508","-0.105407","0.106004","1"
"1","vdb-volume","spiral-zoom","688","0.775943","1.46921","-6.93307","-0.110534","0.111225","1"
"1","vdb-volume","spiral-zoom","689","0.810731","1.43371","-6.91499","-0.115653","0.116445","1"
"1","vdb-volume","spiral-zoom","690","0.845351","1.39832","-6.89654","-0.120762","0.121665","1"
"1","vdb-volume","spiral-zoom","691","0.879793","1.36304","-6.87774","-0.125859","0.126885","1"
"1","vdb-volume","spiral-zoom","692","0.914058","1.32786","-6.85859","-0.130946","0.132104","1"
"1","vdb-volume","spiral-zoom","693","0.948137","1.29279","-6.83909","-0.136021","0.137322","1"
"1","vdb-volume","spiral-zoom","694","0.982034","1.25784","-6.81924","-0.141083","0.142539","1"
"1","vdb-volume","spiral-zoom","695","1.01574","1.22299","-6.79904","-0.146133","0.147754","1"
"1","vdb-volume","spiral-zoom","696","1.04925","1.18826","-6.77849","-0.151169","0.152969","1"
"1","vdb-volume","spiral-zoom","697","1.08256","1.15364","-6.7576","-0.156191","0.158182","1"
"1","vdb-volume","spiral-zoom","698","1.11567","1.11913","-6.73637","-0.161197","0.163393","1"
"1","vdb-volume","spiral-zoom","699","1.14858","1.08474","-6.71481","-0.166189","0.168603","1"
"1","vdb-volume","spiral-zoom","700","1.18128","1.05046","-6.6929","-0.171165","0.173811","1"
"1","vdb-volume","spiral-zoom","701","1.21377","1.0163","-6.67067","-0.176125","0.179017","1"
"1","vdb-volume","spiral-zoom","702","1.24604","0.982264","-6.6481","-0.181067","0.18422","1"
"1","vdb-volume","spiral-zoom","703","1.27809","0.948341","-6.62521","-0.185992","0.189421","1"
"1","vdb-volume","spiral-zoom","704","1.30993","0.914538","-6.60198","-0.190899","0.19462","1"
"1","vdb-volume","spiral-zoom","705","1.34153","0.880857","-6.57843","-0.195787","0.199816","1"
"1","vdb-volume","spiral-zoom","706","1.37291","0.847295","-6.55457","-0.200655","0.20501","1"
"1","vdb-volume","spiral-zoom","707","1.40406","0.813856","-6.53038","-0.205504","0.2102","1"
"1","vdb-volume","spiral-zoom","708","1.43497","0.780543","-6.50588","-0.210332","0.215388","1"
"1","vdb-volume","spiral-zoom","709","1.46564","0.747351","-6.48106","-0.21514","0.220572","1"
"1","vdb-volume","spiral-zoom","710","1.49607","0.714286","-6.45594","-0.219925","0.225753","1"
"1","vdb-volume","spiral-zoom","711","1.52625","0.681349","-6.4305","-0.224688","0.23093","1"
