"ae","camera_path","dataset","coords"
"1","spiral-zoom","vdb-volume","[[-0.028417, -0.162603], [0.04411, -0.408653], [-0.097175, 0.128894], [-0.169701, 0.374944], [0.23847, 0.484497], [0.379755, -0.05305], [0.452281, -0.2991], [0.310997, 0.238447]]"
