"ae","dataset","camera_path","camera_step","pos_x","pos_y","view_x","view_y"
"1","vdb-volume","spiral-zoom","321","0.816642","0.177728","-0.058627","-0.012764"
"1","vdb-volume","spiral-zoom","322","0.815824","0.17956","-0.058593","-0.0129"
"1","vdb-volume","spiral-zoom","323","0.815","0.181362","-0.05856","-0.013033"
"1","vdb-volume","spiral-zoom","324","0.814163","0.183134","-0.058526","-0.013165"
"1","vdb-volume","spiral-zoom","325","0.813315","0.184874","-0.058492","-0.013294"
"1","vdb-volume","spiral-zoom","326","0.812468","0.186586","-0.058459","-0.013423"
"1","vdb-volume","spiral-zoom","327","0.811609","0.188266","-0.058425","-0.013549"
"1","vdb-volume","spiral-zoom","328","0.810744","0.189917","-0.058392","-0.013673"
"1","vdb-volume","spiral-zoom","329","0.809867","0.191536","-0.058358","-0.013796"
"1","vdb-volume","spiral-zoom","330","0.808985","0.193124","-0.058324","-0.013917"
"1","vdb-volume","spiral-zoom","331","0.808098","0.194683","-0.058291","-0.014036"
"1","vdb-volume","spiral-zoom","332","0.807198","0.196209","-0.058257","-0.014153"
"1","vdb-volume","spiral-zoom","333","0.806293","0.197705","-0.058224","-0.014269"
"1","vdb-volume","spiral-zoom","334","0.805383","0.199171","-0.05819","-0.014382"
"1","vdb-volume","spiral-zoom","335","0.804461","0.200604","-0.058157","-0.014494"
"1","vdb-volume","spiral-zoom","336","0.803534","0.202007","-0.058124","-0.014604"
"1","vdb-volume","spiral-zoom","337","0.802601","0.203378","-0.058091","-0.014712"
"1","vdb-volume","spiral-zoom","338","0.801663","0.204719","-0.058058","-0.014819"
"1","vdb-volume","spiral-zoom","339","0.800714","0.206028","-0.058025","-0.014923"
"1","vdb-volume","spiral-zoom","340","0.799759","0.207306","-0.057992","-0.015026"
"1","vdb-volume","spiral-zoom","341","0.798799","0.208552","-0.057959","-0.015127"
"1","vdb-volume","spiral-zoom","342","0.797828","0.209766","-0.057927","-0.015226"
"1","vdb-volume","spiral-zoom","343","0.796851","0.210949","-0.057894","-0.015323"
"1","vdb-volume","spiral-zoom","344","0.795869","0.2121","-0.057862","-0.015419"
"1","vdb-volume","spiral-zoom","345","0.794876","0.213219","-0.05783","-0.015512"
"1","vdb-volume","spiral-zoom","346","0.793884","0.214308","-0.057798","-0.015604"
"1","vdb-volume","spiral-zoom","347","0.79288","0.215363","-0.057766","-0.015694"
"1","vdb-volume","spiral-zoom","348","0.791872","0.216388","-0.057734","-0.015782"
"1","vdb-volume","spiral-zoom","349","0.790852","0.217379","-0.057703","-0.015868"
"1","vdb-volume","spiral-zoom","350","0.789833","0.218341","-0.057672","-0.015952"
"1","vdb-volume","spiral-zoom","351","0.788802","0.219269","-0.057641","-0.016035"
"1","vdb-volume","spiral-zoom","352","0.787761","0.220164","-0.05761","-0.016115"
"1","vdb-volume","spiral-zoom","353","0.78672","0.221029","-0.057579","-0.016194"
"1","vdb-volume","spiral-zoom","354","0.785669","0.221861","-0.057549","-0.016271"
"1","vdb-volume","spiral-zoom","355","0.784618","0.222663","-0.057519","-0.016346"
"1","vdb-volume","spiral-zoom","356","0.783557","0.223431","-0.057489","-0.016419"
"1","vdb-volume","spiral-zoom","357","0.78249","0.224168","-0.05746","-0.016491"
"1","vdb-volume","spiral-zoom","358","0.781412","0.224871","-0.05743","-0.01656"
"1","vdb-volume","spiral-zoom","359","0.780335","0.225545","-0.057401","-0.016628"
"1","vdb-volume","spiral-zoom","360","0.779248","0.226184","-0.057372","-0.016694"
"1","vdb-volume","spiral-zoom","361","0.778155","0.226792","-0.057344","-0.016757"
"1","vdb-volume","spiral-zoom","362","0.777057","0.227368","-0.057315","-0.016819"
"1","vdb-volume","spiral-zoom","363","0.775948","0.227911","-0.057287","-0.01688"
"1","vdb-volume","spiral-zoom","364","0.77484","0.228423","-0.057259","-0.016938"
"1","vdb-volume","spiral-zoom","365","0.773721","0.228902","-0.057232","-0.016994"
"1","vdb-volume","spiral-zoom","366","0.772604","0.229351","-0.057205","-0.017049"
"1","vdb-volume","spiral-zoom","367","0.771475","0.229766","-0.057178","-0.017101"
"1","vdb-volume","spiral-zoom","368","0.770341","0.230149","-0.057151","-0.017152"
"1","vdb-volume","spiral-zoom","369","0.769202","0.2305","-0.057125","-0.017201"
"1","vdb-volume","spiral-zoom","370","0.768052","0.230818","-0.057099","-0.017248"
"1","vdb-volume","spiral-zoom","371","0.766904","0.231106","-0.057074","-0.017293"
"1","vdb-volume","spiral-zoom","372","0.765744","0.231361","-0.057048","-0.017336"
"1","vdb-volume","spiral-zoom","373","0.764586","0.231585","-0.057023","-0.017377"
"1","vdb-volume","spiral-zoom","374","0.763416","0.231775","-0.056999","-0.017416"
"1","vdb-volume","spiral-zoom","375","0.762242","0.231934","-0.056974","-0.017454"
"1","vdb-volume","spiral-zoom","376","0.761062","0.232061","-0.05695","-0.017489"
"1","vdb-volume","spiral-zoom","377","0.759878","0.232157","-0.056926","-0.017523"
"1","vdb-volume","spiral-zoom","378","0.758688","0.23222","-0.056903","-0.017554"
"1","vdb-volume","spiral-zoom","379","0.757494","0.232252","-0.05688","-0.017584"
"1","vdb-volume","spiral-zoom","380","0.756295","0.232253","-0.056857","-0.017612"
"1","vdb-volume","spiral-zoom","381","0.755091","0.232222","-0.056835","-0.017638"
"1","vdb-volume","spiral-zoom","382","0.753875","0.232157","-0.056813","-0.017662"
"1","vdb-volume","spiral-zoom","383","0.752661","0.232063","-0.056792","-0.017684"
"1","vdb-volume","spiral-zoom","384","0.751442","0.231937","-0.05677","-0.017704"
"1","vdb-volume","spiral-zoom","385","0.750212","0.231778","-0.056749","-0.017722"
"1","vdb-volume","spiral-zoom","386","0.748983","0.231589","-0.056729","-0.017738"
"1","vdb-volume","spiral-zoom","387","0.747742","0.231368","-0.056708","-0.017752"
"1","vdb-volume","spiral-zoom","388","0.746503","0.231117","-0.056689","-0.017764"
"1","vdb-volume","spiral-zoom","389","0.745253","0.230832","-0.056669","-0.017775"
"1","vdb-volume","spiral-zoom","390","0.744004","0.230519","-0.05665","-0.017783"
"1","vdb-volume","spiral-zoom","391","0.74275","0.230174","-0.056631","-0.01779"
"1","vdb-volume","spiral-zoom","392","0.741484","0.229796","-0.056613","-0.017794"
"1","vdb-volume","spiral-zoom","393","0.74022","0.229389","-0.056595","-0.017796"
"1","vdb-volume","spiral-zoom","394","0.738944","0.22895","-0.056577","-0.017797"
"1","vdb-volume","spiral-zoom","395","0.73767","0.228481","-0.05656","-0.017795"
"1","vdb-volume","spiral-zoom","396","0.73639","0.227982","-0.056543","-0.017792"
"1","vdb-volume","spiral-zoom","397","0.735105","0.227451","-0.056526","-0.017786"
"1","vdb-volume","spiral-zoom","398","0.733815","0.226891","-0.05651","-0.017779"
"1","vdb-volume","spiral-zoom","399","0.732514","0.226297","-0.056494","-0.017769"
"1","vdb-volume","spiral-zoom","400","0.731213","0.225676","-0.056478","-0.017758"
"1","vdb-volume","spiral-zoom","401","0.729908","0.225023","-0.056463","-0.017745"
"1","vdb-volume","spiral-zoom","402","0.728603","0.224342","-0.056448","-0.017729"
"1","vdb-volume","spiral-zoom","403","0.727287","0.223629","-0.056433","-0.017712"
"1","vdb-volume","spiral-zoom","404","0.725966","0.222886","-0.056419","-0.017692"
"1","vdb-volume","spiral-zoom","405","0.724646","0.222115","-0.056405","-0.01767"
"1","vdb-volume","spiral-zoom","406","0.72332","0.221314","-0.056392","-0.017647"
"1","vdb-volume","spiral-zoom","407","0.721983","0.220481","-0.056379","-0.017621"
"1","vdb-volume","spiral-zoom","408","0.720646","0.21962","-0.056366","-0.017593"
"1","vdb-volume","spiral-zoom","409","0.719305","0.218729","-0.056353","-0.017564"
"1","vdb-volume","spiral-zoom","410","0.717957","0.217809","-0.056341","-0.017532"
"1","vdb-volume","spiral-zoom","411","0.716611","0.216862","-0.056329","-0.017498"
"1","vdb-volume","spiral-zoom","412","0.715253","0.215883","-0.056318","-0.017462"
"1","vdb-volume","spiral-zoom","413","0.713896","0.214876","-0.056307","-0.017424"
"1","vdb-volume","spiral-zoom","414","0.712533","0.213841","-0.056296","-0.017384"
"1","vdb-volume","spiral-zoom","415","0.711164","0.212776","-0.056285","-0.017342"
"1","vdb-volume","spiral-zoom","416","0.70979","0.211683","-0.056275","-0.017298"
"1","vdb-volume","spiral-zoom","417","0.708417","0.210563","-0.056265","-0.017251"
"1","vdb-volume","spiral-zoom","418","0.707032","0.209412","-0.056255","-0.017203"
"1","vdb-volume","spiral-zoom","419","0.705647","0.208234","-0.056246","-0.017152"
"1","vdb-volume","spiral-zoom","420","0.704257","0.207028","-0.056237","-0.0171"
"1","vdb-volume","spiral-zoom","421","0.702867","0.205796","-0.056228","-0.017045"
"1","vdb-volume","spiral-zoom","422","0.701472","0.204535","-0.056219","-0.016988"
"1","vdb-volume","spiral-zoom","423","0.700064","0.203244","-0.056211","-0.016929"
"1","vdb-volume","spiral-zoom","424","0.698663","0.20193","-0.056203","-0.016868"
"1","vdb-volume","spiral-zoom","425","0.69725","0.200585","-0.056195","-0.016804"
"1","vdb-volume","spiral-zoom","426","0.695838","0.199215","-0.056188","-0.016739"
"1","vdb-volume","spiral-zoom","427","0.694419","0.197817","-0.05618","-0.016671"
"1","vdb-volume","spiral-zoom","428","0.692995","0.196393","-0.056173","-0.016601"
"1","vdb-volume","spiral-zoom","429","0.69157","0.194942","-0.056166","-0.016529"
"1","vdb-volume","spiral-zoom","430","0.69014","0.193465","-0.05616","-0.016455"
"1","vdb-volume","spiral-zoom","431","0.688704","0.191961","-0.056153","-0.016379"
"1","vdb-volume","spiral-zoom","432","0.687267","0.190432","-0.056147","-0.0163"
"1","vdb-volume","spiral-zoom","433","0.685825","0.188876","-0.056141","-0.016219"
"1","vdb-volume","spiral-zoom","434","0.684376","0.187294","-0.056135","-0.016136"
"1","vdb-volume","spiral-zoom","435","0.682928","0.185687","-0.05613","-0.016051"
"1","vdb-volume","spiral-zoom","436","0.681473","0.184055","-0.056124","-0.015964"
"1","vdb-volume","spiral-zoom","437","0.680012","0.182396","-0.056119","-0.015874"
"1","vdb-volume","spiral-zoom","438","0.67855","0.180714","-0.056114","-0.015782"
"1","vdb-volume","spiral-zoom","439","0.677083","0.179005","-0.056109","-0.015688"
"1","vdb-volume","spiral-zoom","440","0.675615","0.177273","-0.056104","-0.015592"
"1","vdb-volume","spiral-zoom","441","0.674141","0.175516","-0.056099","-0.015493"
"1","vdb-volume","spiral-zoom","442","0.67266","0.173734","-0.056094","-0.015392"
"1","vdb-volume","spiral-zoom","443","0.671179","0.171928","-0.05609","-0.015289"
"1","vdb-volume","spiral-zoom","444","0.669691","0.170099","-0.056085","-0.015183"
"1","vdb-volume","spiral-zoom","445","0.668203","0.168245","-0.056081","-0.015076"
"1","vdb-volume","spiral-zoom","446","0.666708","0.166368","-0.056076","-0.014966"
"1","vdb-volume","spiral-zoom","447","0.665213","0.164468","-0.056072","-0.014853"
"1","vdb-volume","spiral-zoom","448","0.66371","0.162545","-0.056068","-0.014739"
"1","vdb-volume","spiral-zoom","449","0.662208","0.160598","-0.056064","-0.014622"
"1","vdb-volume","spiral-zoom","450","0.660698","0.158629","-0.056059","-0.014502"
"1","vdb-volume","spiral-zoom","451","0.659182","0.156636","-0.056055","-0.014381"
"1","vdb-volume","spiral-zoom","452","0.65767","0.154623","-0.056051","-0.014257"
"1","vdb-volume","spiral-zoom","453","0.656146","0.152585","-0.056046","-0.01413"
"1","vdb-volume","spiral-zoom","454","0.654621","0.150527","-0.056042","-0.014002"
"1","vdb-volume","spiral-zoom","455","0.653095","0.148447","-0.056037","-0.013871"
"1","vdb-volume","spiral-zoom","456","0.651562","0.146345","-0.056033","-0.013737"
"1","vdb-volume","spiral-zoom","457","0.650027","0.144222","-0.056028","-0.013602"
"1","vdb-volume","spiral-zoom","458","0.648492","0.142079","-0.056023","-0.013464"
"1","vdb-volume","spiral-zoom","459","0.64695","0.139914","-0.056019","-0.013323"
"1","vdb-volume","spiral-zoom","460","0.6454","0.137727","-0.056014","-0.01318"
"1","vdb-volume","spiral-zoom","461","0.643849","0.13552","-0.056008","-0.013035"
"1","vdb-volume","spiral-zoom","462","0.642296","0.133295","-0.056003","-0.012887"
"1","vdb-volume","spiral-zoom","463","0.640742","0.131049","-0.055998","-0.012737"
"1","vdb-volume","spiral-zoom","464","0.639181","0.128783","-0.055992","-0.012585"
"1","vdb-volume","spiral-zoom","465","0.637612","0.126496","-0.055986","-0.01243"
"1","vdb-volume","spiral-zoom","466","0.636045","0.124192","-0.055979","-0.012273"
"1","vdb-volume","spiral-zoom","467","0.634473","0.121868","-0.055973","-0.012113"
"1","vdb-volume","spiral-zoom","468","0.632897","0.119524","-0.055966","-0.011951"
"1","vdb-volume","spiral-zoom","469","0.631317","0.117163","-0.055959","-0.011787"
"1","vdb-volume","spiral-zoom","470","0.629734","0.114783","-0.055952","-0.01162"
"1","vdb-volume","spiral-zoom","471","0.628147","0.112385","-0.055944","-0.01145"
"1","vdb-volume","spiral-zoom","472","0.626556","0.109969","-0.055936","-0.011279"
"1","vdb-volume","spiral-zoom","473","0.624962","0.107535","-0.055927","-0.011104"
"1","vdb-volume","spiral-zoom","474","0.623364","0.105083","-0.055919","-0.010928"
"1","vdb-volume","spiral-zoom","475","0.621763","0.102616","-0.055909","-0.010749"
"1","vdb-volume","spiral-zoom","476","0.620158","0.10013","-0.0559","-0.010567"
"1","vdb-volume","spiral-zoom","477","0.618549","0.097628","-0.055889","-0.010383"
"1","vdb-volume","spiral-zoom","478","0.616936","0.09511","-0.055879","-0.010197"
"1","vdb-volume","spiral-zoom","479","0.61532","0.092575","-0.055867","-0.010008"
"1","vdb-volume","spiral-zoom","480","0.6137","0.090024","-0.055856","-0.009816"
"1","vdb-volume","spiral-zoom","481","0.612077","0.087458","-0.055843","-0.009623"
"1","vdb-volume","spiral-zoom","482","0.61045","0.084876","-0.055831","-0.009426"
"1","vdb-volume","spiral-zoom","483","0.608819","0.082278","-0.055817","-0.009228"
"1","vdb-volume","spiral-zoom","484","0.607185","0.079666","-0.055803","-0.009026"
"1","vdb-volume","spiral-zoom","485","0.605547","0.07704","-0.055788","-0.008823"
"1","vdb-volume","spiral-zoom","486","0.603906","0.074398","-0.055773","-0.008617"
"1","vdb-volume","spiral-zoom","487","0.602261","0.071743","-0.055757","-0.008408"
"1","vdb-volume","spiral-zoom","488","0.600613","0.069073","-0.05574","-0.008197"
"1","vdb-volume","spiral-zoom","489","0.59896","0.06639","-0.055723","-0.007984"
"1","vdb-volume","spiral-zoom","490","0.597304","0.063694","-0.055705","-0.007768"
"1","vdb-volume","spiral-zoom","491","0.595644","0.060984","-0.055686","-0.00755"
"1","vdb-volume","spiral-zoom","492","0.593981","0.058262","-0.055666","-0.007329"
"1","vdb-volume","spiral-zoom","493","0.592314","0.055526","-0.055645","-0.007106"
"1","vdb-volume","spiral-zoom","494","0.590644","0.052779","-0.055623","-0.006881"
"1","vdb-volume","spiral-zoom","495","0.58897","0.05002","-0.055601","-0.006653"
"1","vdb-volume","spiral-zoom","496","0.587292","0.047248","-0.055578","-0.006423"
"1","vdb-volume","spiral-zoom","497","0.585611","0.044465","-0.055553","-0.00619"
"1","vdb-volume","spiral-zoom","498","0.583926","0.04167","-0.055528","-0.005955"
"1","vdb-volume","spiral-zoom","499","0.582237","0.038865","-0.055502","-0.005718"
"1","vdb-volume","spiral-zoom","500","0.580546","0.036049","-0.055475","-0.005478"
"1","vdb-volume","spiral-zoom","501","0.57885","0.033222","-0.055446","-0.005236"
"1","vdb-volume","spiral-zoom","502","0.57715","0.030385","-0.055417","-0.004992"
"1","vdb-volume","spiral-zoom","503","0.575448","0.027538","-0.055387","-0.004745"
"1","vdb-volume","spiral-zoom","504","0.573741","0.024681","-0.055355","-0.004496"
"1","vdb-volume","spiral-zoom","505","0.572031","0.021815","-0.055322","-0.004244"
"1","vdb-volume","spiral-zoom","506","0.570316","0.01894","-0.055289","-0.003991"
"1","vdb-volume","spiral-zoom","507","0.568599","0.016056","-0.055254","-0.003735"
"1","vdb-volume","spiral-zoom","508","0.566878","0.013163","-0.055217","-0.003477"
"1","vdb-volume","spiral-zoom","509","0.565153","0.010262","-0.05518","-0.003216"
"1","vdb-volume","spiral-zoom","510","0.563425","0.007353","-0.055141","-0.002954"
"1","vdb-volume","spiral-zoom","511","0.561693","0.004436","-0.055483","0.002493"
"1","vdb-volume","spiral-zoom","512","0.559957","0.001512","-0.055426","0.002767"
"1","vdb-volume","spiral-zoom","513","0.558218","-0.00142","-0.055367","0.003043"
"1","vdb-volume","spiral-zoom","514","0.556475","-0.004359","-0.055307","0.003321"
"1","vdb-volume","spiral-zoom","515","0.554729","-0.007304","-0.055245","0.003601"
"1","vdb-volume","spiral-zoom","516","0.552979","-0.010256","-0.055182","0.003883"
"1","vdb-volume","spiral-zoom","517","0.551225","-0.013214","-0.055117","0.004166"
"1","vdb-volume","spiral-zoom","518","0.549467","-0.016177","-0.05505","0.004452"
"1","vdb-volume","spiral-zoom","519","0.547706","-0.019146","-0.054982","0.004739"
"1","vdb-volume","spiral-zoom","520","0.545941","-0.022121","-0.054913","0.005028"
"1","vdb-volume","spiral-zoom","521","0.544172","-0.0251","-0.054841","0.005318"
"1","vdb-volume","spiral-zoom","522","0.542401","-0.028085","-0.054768","0.00561"
"1","vdb-volume","spiral-zoom","523","0.540625","-0.031074","-0.054694","0.005904"
"1","vdb-volume","spiral-zoom","524","0.538846","-0.034066","-0.054617","0.0062"
"1","vdb-volume","spiral-zoom","525","0.537062","-0.037063","-0.054539","0.006497"
"1","vdb-volume","spiral-zoom","526","0.535276","-0.040063","-0.054459","0.006795"
"1","vdb-volume","spiral-zoom","527","0.533486","-0.043067","-0.054377","0.007095"
"1","vdb-volume","spiral-zoom","528","0.531692","-0.046074","-0.054294","0.007397"
"1","vdb-volume","spiral-zoom","529","0.529894","-0.049083","-0.054208","0.007699"
"1","vdb-volume","spiral-zoom","530","0.528093","-0.052095","-0.054121","0.008004"
"1","vdb-volume","spiral-zoom","531","0.526288","-0.05511","-0.054032","0.008309"
"1","vdb-volume","spiral-zoom","532","0.52448","-0.058125","-0.053941","0.008616"
"1","vdb-volume","spiral-zoom","533","0.522667","-0.061143","-0.053849","0.008924"
"1","vdb-volume","spiral-zoom","534","0.520852","-0.064163","-0.053754","0.009233"
"1","vdb-volume","spiral-zoom","535","0.519032","-0.067183","-0.053658","0.009544"
"1","vdb-volume","spiral-zoom","536","0.517209","-0.070203","-0.053559","0.009855"
"1","vdb-volume","spiral-zoom","537","0.515382","-0.073225","-0.053459","0.010168"
"1","vdb-volume","spiral-zoom","538","0.513551","-0.076247","-0.053357","0.010482"
"1","vdb-volume","spiral-zoom","539","0.511717","-0.079268","-0.053253","0.010796"
"1","vdb-volume","spiral-zoom","540","0.509879","-0.08229","-0.053146","0.011112"
"1","vdb-volume","spiral-zoom","541","0.508038","-0.085311","-0.053038","0.011429"
"1","vdb-volume","spiral-zoom","542","0.506192","-0.08833","-0.052928","0.011746"
"1","vdb-volume","spiral-zoom","543","0.504343","-0.091349","-0.052816","0.012064"
"1","vdb-volume","spiral-zoom","544","0.50249","-0.094366","-0.052702","0.012384"
"1","vdb-volume","spiral-zoom","545","0.500634","-0.097382","-0.052586","0.012703"
"1","vdb-volume","spiral-zoom","546","0.498774","-0.100396","-0.052468","0.013024"
"1","vdb-volume","spiral-zoom","547","0.496911","-0.103407","-0.052348","0.013345"
"1","vdb-volume","spiral-zoom","548","0.495044","-0.106416","-0.052226","0.013667"
"1","vdb-volume","spiral-zoom","549","0.493173","-0.109422","-0.052102","0.013989"
"1","vdb-volume","spiral-zoom","550","0.491298","-0.112424","-0.051976","0.014312"
"1","vdb-volume","spiral-zoom","551","0.489419","-0.115424","-0.051848","0.014635"
"1","vdb-volume","spiral-zoom","552","0.487538","-0.11842","-0.051718","0.014958"
"1","vdb-volume","spiral-zoom","553","0.485652","-0.121412","-0.051586","0.015282"
"1","vdb-volume","spiral-zoom","554","0.483763","-0.124399","-0.051452","0.015607"
"1","vdb-volume","spiral-zoom","555","0.48187","-0.127382","-0.051316","0.015931"
"1","vdb-volume","spiral-zoom","556","0.479973","-0.130361","-0.051178","0.016256"
"1","vdb-volume","spiral-zoom","557","0.478073","-0.133334","-0.051038","0.016581"
"1","vdb-volume","spiral-zoom","558","0.476169","-0.136303","-0.050896","0.016906"
"1","vdb-volume","spiral-zoom","559","0.474261","-0.139266","-0.050752","0.017231"
"1","vdb-volume","spiral-zoom","560","0.472351","-0.142222","-0.050605","0.017556"
"1","vdb-volume","spiral-zoom","561","0.470436","-0.145173","-0.050457","0.017881"
"1","vdb-volume","spiral-zoom","562","0.468517","-0.148117","-0.050307","0.018205"
"1","vdb-volume","spiral-zoom","563","0.466595","-0.151054","-0.050155","0.01853"
"1","vdb-volume","spiral-zoom","564","0.464669","-0.153985","-0.050001","0.018855"
"1","vdb-volume","spiral-zoom","565","0.46274","-0.156909","-0.049845","0.019179"
"1","vdb-volume","spiral-zoom","566","0.460807","-0.159825","-0.049687","0.019503"
"1","vdb-volume","spiral-zoom","567","0.458871","-0.162734","-0.049527","0.019827"
"1","vdb-volume","spiral-zoom","568","0.45693","-0.165634","-0.049365","0.02015"
"1","vdb-volume","spiral-zoom","569","0.454986","-0.168526","-0.049202","0.020473"
"1","vdb-volume","spiral-zoom","570","0.453039","-0.17141","-0.049036","0.020795"
"1","vdb-volume","spiral-zoom","571","0.451088","-0.174285","-0.048868","0.021117"
"1","vdb-volume","spiral-zoom","572","0.449133","-0.177151","-0.048699","0.021438"
"1","vdb-volume","spiral-zoom","573","0.447175","-0.180008","-0.048528","0.021759"
"1","vdb-volume","spiral-zoom","574","0.445213","-0.182855","-0.048354","0.022078"
"1","vdb-volume","spiral-zoom","575","0.443247","-0.185692","-0.048179","0.022398"
"1","vdb-volume","spiral-zoom","576","0.441278","-0.18852","-0.048003","0.022716"
"1","vdb-volume","spiral-zoom","577","0.439306","-0.191337","-0.047824","0.023034"
"1","vdb-volume","spiral-zoom","578","0.437329","-0.194143","-0.047644","0.02335"
"1","vdb-volume","spiral-zoom","579","0.43535","-0.196939","-0.047461","0.023666"
"1","vdb-volume","spiral-zoom","580","0.433366","-0.199724","-0.047277","0.023981"
"1","vdb-volume","spiral-zoom","581","0.43138","-0.202497","-0.047092","0.024295"
"1","vdb-volume","spiral-zoom","582","0.429389","-0.205259","-0.046904","0.024608"
"1","vdb-volume","spiral-zoom","583","0.427395","-0.208009","-0.046715","0.02492"
"1","vdb-volume","spiral-zoom","584","0.425398","-0.210747","-0.046525","0.02523"
"1","vdb-volume","spiral-zoom","585","0.423397","-0.213473","-0.046332","0.02554"
"1","vdb-volume","spiral-zoom","586","0.421392","-0.216186","-0.046138","0.025848"
"1","vdb-volume","spiral-zoom","587","0.419384","-0.218886","-0.045943","0.026155"
"1","vdb-volume","spiral-zoom","588","0.417373","-0.221574","-0.045746","0.026461"
"1","vdb-volume","spiral-zoom","589","0.415358","-0.224248","-0.045547","0.026766"
"1","vdb-volume","spiral-zoom","590","0.41334","-0.226908","-0.045347","0.027069"
"1","vdb-volume","spiral-zoom","591","0.411318","-0.229555","-0.045145","0.02737"
"1","vdb-volume","spiral-zoom","592","0.409293","-0.232188","-0.044941","0.027671"
"1","vdb-volume","spiral-zoom","593","0.407264","-0.234808","-0.044737","0.02797"
"1","vdb-volume","spiral-zoom","594","0.405232","-0.237412","-0.04453","0.028267"
"1","vdb-volume","spiral-zoom","595","0.403197","-0.240001","-0.044323","0.028563"
"1","vdb-volume","spiral-zoom","596","0.401158","-0.242576","-0.044114","0.028857"
"1","vdb-volume","spiral-zoom","597","0.399116","-0.245135","-0.043903","0.02915"
"1","vdb-volume","spiral-zoom","598","0.397071","-0.247681","-0.043692","0.029441"
"1","vdb-volume","spiral-zoom","599","0.395022","-0.250209","-0.043479","0.02973"
"1","vdb-volume","spiral-zoom","600","0.392969","-0.252722","-0.043264","0.030018"
"1","vdb-volume","spiral-zoom","601","0.390914","-0.255219","-0.043049","0.030304"
"1","vdb-volume","spiral-zoom","602","0.388855","-0.2577","-0.042832","0.030588"
"1","vdb-volume","spiral-zoom","603","0.386793","-0.260164","-0.042614","0.03087"
"1","vdb-volume","spiral-zoom","604","0.384728","-0.262612","-0.042395","0.031151"
"1","vdb-volume","spiral-zoom","605","0.382659","-0.265042","-0.042174","0.03143"
"1","vdb-volume","spiral-zoom","606","0.380588","-0.267457","-0.041953","0.031707"
"1","vdb-volume","spiral-zoom","607","0.378513","-0.269853","-0.04173","0.031982"
"1","vdb-volume","spiral-zoom","608","0.376434","-0.272232","-0.041506","0.032255"
"1","vdb-volume","spiral-zoom","609","0.374353","-0.274593","-0.041281","0.032526"
"1","vdb-volume","spiral-zoom","610","0.372268","-0.276937","-0.041056","0.032796"
"1","vdb-volume","spiral-zoom","611","0.370181","-0.279262","-0.040829","0.033063"
"1","vdb-volume","spiral-zoom","612","0.36809","-0.281569","-0.040601","0.033328"
"1","vdb-volume","spiral-zoom","613","0.365996","-0.283858","-0.040372","0.033592"
"1","vdb-volume","spiral-zoom","614","0.363899","-0.286128","-0.040142","0.033853"
"1","vdb-volume","spiral-zoom","615","0.361799","-0.288379","-0.039912","0.034112"
"1","vdb-volume","spiral-zoom","616","0.359696","-0.290611","-0.03968","0.034369"
"1","vdb-volume","spiral-zoom","617","0.35759","-0.292822","-0.039448","0.034625"
"1","vdb-volume","spiral-zoom","618","0.35548","-0.295016","-0.039215","0.034878"
"1","vdb-volume","spiral-zoom","619","0.353368","-0.297189","-0.038981","0.035129"
"1","vdb-volume","spiral-zoom","620","0.351253","-0.299343","-0.038746","0.035377"
"1","vdb-volume","spiral-zoom","621","0.349136","-0.301476","-0.038511","0.035624"
"1","vdb-volume","spiral-zoom","622","0.347015","-0.30359","-0.038274","0.035869"
"1","vdb-volume","spiral-zoom","623","0.344891","-0.305683","-0.038037","0.036111"
"1","vdb-volume","spiral-zoom","624","0.342765","-0.307756","-0.0378","0.036351"
"1","vdb-volume","spiral-zoom","625","0.340635","-0.309807","-0.037561","0.036589"
"1","vdb-volume","spiral-zoom","626","0.338503","-0.311838","-0.037322","0.036825"
"1","vdb-volume","spiral-zoom","627","0.336368","-0.313848","-0.037083","0.037059"
"1","vdb-volume","spiral-zoom","628","0.334231","-0.315836","-0.036843","0.03729"
"1","vdb-volume","spiral-zoom","629","0.33209","-0.317804","-0.036602","0.037519"
"1","vdb-volume","spiral-zoom","630","0.329947","-0.319749","-0.03636","0.037746"
"1","vdb-volume","spiral-zoom","631","0.327801","-0.321673","-0.036119","0.037971"
"1","vdb-volume","spiral-zoom","632","0.325653","-0.323576","-0.035876","0.038194"
"1","vdb-volume","spiral-zoom","633","0.323502","-0.325455","-0.035633","0.038414"
"1","vdb-volume","spiral-zoom","634","0.321349","-0.327313","-0.03539","0.038632"
"1","vdb-volume","spiral-zoom","635","0.319193","-0.329148","-0.035146","0.038848"
"1","vdb-volume","spiral-zoom","636","0.317034","-0.330961","-0.034902","0.039062"
"1","vdb-volume","spiral-zoom","637","0.314873","-0.332752","-0.034657","0.039273"
"1","vdb-volume","spiral-zoom","638","0.31271","-0.334519","-0.034412","0.039482"
"1","vdb-volume","spiral-zoom","639","0.310544","-0.336264","-0.034167","0.039689"
"1","vdb-volume","spiral-zoom","640","0.308375","-0.337985","-0.033921","0.039893"
"1","vdb-volume","spiral-zoom","641","0.306205","-0.339684","-0.033675","0.040096"
"1","vdb-volume","spiral-zoom","642","0.304032","-0.341359","-0.033429","0.040296"
"1","vdb-volume","spiral-zoom","643","0.301857","-0.34301","-0.033182","0.040493"
"1","vdb-volume","spiral-zoom","644","0.299679","-0.344638","-0.032935","0.040689"
