"ae","camera_path","dataset","coords"
"1","orbit-y","vdb-volume","[[-34.794481, 21.823261], [21.823261, 34.794481], [34.794481, -21.823261], [-21.823261, -34.794481], [-21.823261, -34.794481], [-34.794481, 21.823261], [21.823261, 34.794481], [34.794481, -21.823261]]"
