"device","dataset","camera_path","camera_step","viewport","ao-NA-1-NA","img ao-NA-1-NA","ao-NA-5-NA","img ao-NA-5-NA","pathtracer-NA-NA-10","img pathtracer-NA-NA-10","pathtracer-NA-NA-5","img pathtracer-NA-NA-5","scivis-false-1-NA","img scivis-false-1-NA","scivis-false-5-NA","img scivis-false-5-NA","scivis-true-1-NA","img scivis-true-1-NA","scivis-true-5-NA","img scivis-true-5-NA"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","0","1024","23.0092","vdb-volume_ao_orbit-y_0_1024_NA_1_NA.png","20.6197","vdb-volume_ao_orbit-y_0_1024_NA_5_NA.png","2.2932","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_10.png","2.5968","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_5.png","23.5419","vdb-volume_scivis_orbit-y_0_1024_false_1_NA.png","23.4912","vdb-volume_scivis_orbit-y_0_1024_false_5_NA.png","18.1686","vdb-volume_scivis_orbit-y_0_1024_true_1_NA.png","18.1613","vdb-volume_scivis_orbit-y_0_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","0","1024","51.5400","vdb-volume_ao_orbit-y_0_1024_NA_1_NA.png","47.4868","vdb-volume_ao_orbit-y_0_1024_NA_5_NA.png","4.7812","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_10.png","5.4327","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_5.png","52.0923","vdb-volume_scivis_orbit-y_0_1024_false_1_NA.png","52.2958","vdb-volume_scivis_orbit-y_0_1024_false_5_NA.png","39.3258","vdb-volume_scivis_orbit-y_0_1024_true_1_NA.png","39.2272","vdb-volume_scivis_orbit-y_0_1024_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","0","1024","16.0230","vdb-volume_ao_orbit-y_0_1024_NA_1_NA.png","14.5243","vdb-volume_ao_orbit-y_0_1024_NA_5_NA.png","1.4753","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_10.png","1.6612","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_5.png","16.4967","vdb-volume_scivis_orbit-y_0_1024_false_1_NA.png","16.3341","vdb-volume_scivis_orbit-y_0_1024_false_5_NA.png","12.1958","vdb-volume_scivis_orbit-y_0_1024_true_1_NA.png","12.1840","vdb-volume_scivis_orbit-y_0_1024_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","0","1024","15.8616","vdb-volume_ao_orbit-y_0_1024_NA_1_NA.png","13.1043","vdb-volume_ao_orbit-y_0_1024_NA_5_NA.png","1.5577","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_10.png","1.6951","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_5.png","15.4464","vdb-volume_scivis_orbit-y_0_1024_false_1_NA.png","15.4481","vdb-volume_scivis_orbit-y_0_1024_false_5_NA.png","12.1983","vdb-volume_scivis_orbit-y_0_1024_true_1_NA.png","8.6735","vdb-volume_scivis_orbit-y_0_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","0","1024","45.8699","vdb-volume_ao_orbit-y_0_1024_NA_1_NA.png","42.1143","vdb-volume_ao_orbit-y_0_1024_NA_5_NA.png","4.3196","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_10.png","4.9043","vdb-volume_pathtracer_orbit-y_0_1024_NA_NA_5.png","46.9662","vdb-volume_scivis_orbit-y_0_1024_false_1_NA.png","47.0697","vdb-volume_scivis_orbit-y_0_1024_false_5_NA.png","35.5427","vdb-volume_scivis_orbit-y_0_1024_true_1_NA.png","35.7082","vdb-volume_scivis_orbit-y_0_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","0","2048","5.8306","vdb-volume_ao_orbit-y_0_2048_NA_1_NA.png","5.2228","vdb-volume_ao_orbit-y_0_2048_NA_5_NA.png","0.5764","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_10.png","0.6543","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_5.png","5.9956","vdb-volume_scivis_orbit-y_0_2048_false_1_NA.png","5.9631","vdb-volume_scivis_orbit-y_0_2048_false_5_NA.png","4.6043","vdb-volume_scivis_orbit-y_0_2048_true_1_NA.png","4.6248","vdb-volume_scivis_orbit-y_0_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","0","2048","13.1293","vdb-volume_ao_orbit-y_0_2048_NA_1_NA.png","12.1186","vdb-volume_ao_orbit-y_0_2048_NA_5_NA.png","1.2009","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_10.png","1.3653","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_5.png","13.3351","vdb-volume_scivis_orbit-y_0_2048_false_1_NA.png","13.3132","vdb-volume_scivis_orbit-y_0_2048_false_5_NA.png","10.0161","vdb-volume_scivis_orbit-y_0_2048_true_1_NA.png","10.0522","vdb-volume_scivis_orbit-y_0_2048_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","0","2048","3.9987","vdb-volume_ao_orbit-y_0_2048_NA_1_NA.png","3.6804","vdb-volume_ao_orbit-y_0_2048_NA_5_NA.png","0.3713","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_10.png","0.4208","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_5.png","4.1492","vdb-volume_scivis_orbit-y_0_2048_false_1_NA.png","4.1793","vdb-volume_scivis_orbit-y_0_2048_false_5_NA.png","3.0590","vdb-volume_scivis_orbit-y_0_2048_true_1_NA.png","3.1123","vdb-volume_scivis_orbit-y_0_2048_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","0","2048","3.8386","vdb-volume_ao_orbit-y_0_2048_NA_1_NA.png","3.5996","vdb-volume_ao_orbit-y_0_2048_NA_5_NA.png","0.3651","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_10.png","0.4207","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_5.png","3.6781","vdb-volume_scivis_orbit-y_0_2048_false_1_NA.png","3.9259","vdb-volume_scivis_orbit-y_0_2048_false_5_NA.png","2.9814","vdb-volume_scivis_orbit-y_0_2048_true_1_NA.png","2.9504","vdb-volume_scivis_orbit-y_0_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","0","2048","11.7673","vdb-volume_ao_orbit-y_0_2048_NA_1_NA.png","10.7091","vdb-volume_ao_orbit-y_0_2048_NA_5_NA.png","1.0855","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_10.png","1.2295","vdb-volume_pathtracer_orbit-y_0_2048_NA_NA_5.png","11.9650","vdb-volume_scivis_orbit-y_0_2048_false_1_NA.png","11.9941","vdb-volume_scivis_orbit-y_0_2048_false_5_NA.png","9.1181","vdb-volume_scivis_orbit-y_0_2048_true_1_NA.png","9.1082","vdb-volume_scivis_orbit-y_0_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","0","512","87.9693","vdb-volume_ao_orbit-y_0_512_NA_1_NA.png","79.4388","vdb-volume_ao_orbit-y_0_512_NA_5_NA.png","8.9879","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_10.png","10.2228","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_5.png","90.3530","vdb-volume_scivis_orbit-y_0_512_false_1_NA.png","90.0536","vdb-volume_scivis_orbit-y_0_512_false_5_NA.png","69.8719","vdb-volume_scivis_orbit-y_0_512_true_1_NA.png","69.9364","vdb-volume_scivis_orbit-y_0_512_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","0","512","194.1284","vdb-volume_ao_orbit-y_0_512_NA_1_NA.png","179.6819","vdb-volume_ao_orbit-y_0_512_NA_5_NA.png","18.6146","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_10.png","21.2869","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_5.png","196.1977","vdb-volume_scivis_orbit-y_0_512_false_1_NA.png","191.1227","vdb-volume_scivis_orbit-y_0_512_false_5_NA.png","149.3462","vdb-volume_scivis_orbit-y_0_512_true_1_NA.png","149.0862","vdb-volume_scivis_orbit-y_0_512_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","0","512","26.1322","vdb-volume_ao_orbit-y_0_512_NA_1_NA.png","54.9595","vdb-volume_ao_orbit-y_0_512_NA_5_NA.png","5.8605","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_10.png","6.6805","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_5.png","62.3601","vdb-volume_scivis_orbit-y_0_512_false_1_NA.png","63.6181","vdb-volume_scivis_orbit-y_0_512_false_5_NA.png","46.8514","vdb-volume_scivis_orbit-y_0_512_true_1_NA.png","46.6403","vdb-volume_scivis_orbit-y_0_512_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","0","512","51.0030","vdb-volume_ao_orbit-y_0_512_NA_1_NA.png","54.6831","vdb-volume_ao_orbit-y_0_512_NA_5_NA.png","5.9613","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_10.png","6.1363","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_5.png","61.3836","vdb-volume_scivis_orbit-y_0_512_false_1_NA.png","54.9834","vdb-volume_scivis_orbit-y_0_512_false_5_NA.png","46.5493","vdb-volume_scivis_orbit-y_0_512_true_1_NA.png","47.0331","vdb-volume_scivis_orbit-y_0_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","0","512","171.9738","vdb-volume_ao_orbit-y_0_512_NA_1_NA.png","157.9425","vdb-volume_ao_orbit-y_0_512_NA_5_NA.png","16.8774","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_10.png","19.1305","vdb-volume_pathtracer_orbit-y_0_512_NA_NA_5.png","174.9261","vdb-volume_scivis_orbit-y_0_512_false_1_NA.png","176.6195","vdb-volume_scivis_orbit-y_0_512_false_5_NA.png","135.1724","vdb-volume_scivis_orbit-y_0_512_true_1_NA.png","135.0490","vdb-volume_scivis_orbit-y_0_512_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","1","1024","22.1739","vdb-volume_ao_orbit-y_1_1024_NA_1_NA.png","19.8866","vdb-volume_ao_orbit-y_1_1024_NA_5_NA.png","2.3056","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_10.png","2.6098","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_5.png","22.6902","vdb-volume_scivis_orbit-y_1_1024_false_1_NA.png","22.7469","vdb-volume_scivis_orbit-y_1_1024_false_5_NA.png","17.4976","vdb-volume_scivis_orbit-y_1_1024_true_1_NA.png","17.4992","vdb-volume_scivis_orbit-y_1_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","1","1024","49.4878","vdb-volume_ao_orbit-y_1_1024_NA_1_NA.png","45.8457","vdb-volume_ao_orbit-y_1_1024_NA_5_NA.png","4.8168","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_10.png","5.4030","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_5.png","50.1341","vdb-volume_scivis_orbit-y_1_1024_false_1_NA.png","50.1643","vdb-volume_scivis_orbit-y_1_1024_false_5_NA.png","37.7507","vdb-volume_scivis_orbit-y_1_1024_true_1_NA.png","37.8271","vdb-volume_scivis_orbit-y_1_1024_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","1","1024","15.1933","vdb-volume_ao_orbit-y_1_1024_NA_1_NA.png","13.7998","vdb-volume_ao_orbit-y_1_1024_NA_5_NA.png","1.4943","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_10.png","1.5614","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_5.png","15.7131","vdb-volume_scivis_orbit-y_1_1024_false_1_NA.png","15.5715","vdb-volume_scivis_orbit-y_1_1024_false_5_NA.png","11.4769","vdb-volume_scivis_orbit-y_1_1024_true_1_NA.png","11.6709","vdb-volume_scivis_orbit-y_1_1024_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","1","1024","14.5000","vdb-volume_ao_orbit-y_1_1024_NA_1_NA.png","12.9667","vdb-volume_ao_orbit-y_1_1024_NA_5_NA.png","1.2781","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_10.png","1.5007","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_5.png","13.6598","vdb-volume_scivis_orbit-y_1_1024_false_1_NA.png","14.9556","vdb-volume_scivis_orbit-y_1_1024_false_5_NA.png","11.2538","vdb-volume_scivis_orbit-y_1_1024_true_1_NA.png","11.2977","vdb-volume_scivis_orbit-y_1_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","1","1024","44.5504","vdb-volume_ao_orbit-y_1_1024_NA_1_NA.png","40.8620","vdb-volume_ao_orbit-y_1_1024_NA_5_NA.png","4.3604","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_10.png","4.8959","vdb-volume_pathtracer_orbit-y_1_1024_NA_NA_5.png","45.5959","vdb-volume_scivis_orbit-y_1_1024_false_1_NA.png","45.4938","vdb-volume_scivis_orbit-y_1_1024_false_5_NA.png","34.3285","vdb-volume_scivis_orbit-y_1_1024_true_1_NA.png","34.4527","vdb-volume_scivis_orbit-y_1_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","1","2048","5.6450","vdb-volume_ao_orbit-y_1_2048_NA_1_NA.png","5.0864","vdb-volume_ao_orbit-y_1_2048_NA_5_NA.png","0.5822","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_10.png","0.6575","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_5.png","5.7932","vdb-volume_scivis_orbit-y_1_2048_false_1_NA.png","5.7786","vdb-volume_scivis_orbit-y_1_2048_false_5_NA.png","4.4564","vdb-volume_scivis_orbit-y_1_2048_true_1_NA.png","4.4564","vdb-volume_scivis_orbit-y_1_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","1","2048","12.6233","vdb-volume_ao_orbit-y_1_2048_NA_1_NA.png","11.6842","vdb-volume_ao_orbit-y_1_2048_NA_5_NA.png","1.2121","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_10.png","1.3794","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_5.png","12.8197","vdb-volume_scivis_orbit-y_1_2048_false_1_NA.png","12.8628","vdb-volume_scivis_orbit-y_1_2048_false_5_NA.png","9.6336","vdb-volume_scivis_orbit-y_1_2048_true_1_NA.png","9.6087","vdb-volume_scivis_orbit-y_1_2048_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","1","2048","3.8618","vdb-volume_ao_orbit-y_1_2048_NA_1_NA.png","3.4758","vdb-volume_ao_orbit-y_1_2048_NA_5_NA.png","0.3638","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_10.png","0.4247","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_5.png","3.9193","vdb-volume_scivis_orbit-y_1_2048_false_1_NA.png","3.9231","vdb-volume_scivis_orbit-y_1_2048_false_5_NA.png","2.9484","vdb-volume_scivis_orbit-y_1_2048_true_1_NA.png","2.9576","vdb-volume_scivis_orbit-y_1_2048_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","1","2048","3.7452","vdb-volume_ao_orbit-y_1_2048_NA_1_NA.png","3.4294","vdb-volume_ao_orbit-y_1_2048_NA_5_NA.png","0.3115","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_10.png","0.4162","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_5.png","3.7425","vdb-volume_scivis_orbit-y_1_2048_false_1_NA.png","3.5059","vdb-volume_scivis_orbit-y_1_2048_false_5_NA.png","2.9009","vdb-volume_scivis_orbit-y_1_2048_true_1_NA.png","2.9234","vdb-volume_scivis_orbit-y_1_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","1","2048","11.3758","vdb-volume_ao_orbit-y_1_2048_NA_1_NA.png","10.3721","vdb-volume_ao_orbit-y_1_2048_NA_5_NA.png","1.0978","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_10.png","1.2393","vdb-volume_pathtracer_orbit-y_1_2048_NA_NA_5.png","11.6139","vdb-volume_scivis_orbit-y_1_2048_false_1_NA.png","11.6113","vdb-volume_scivis_orbit-y_1_2048_false_5_NA.png","8.7593","vdb-volume_scivis_orbit-y_1_2048_true_1_NA.png","8.7239","vdb-volume_scivis_orbit-y_1_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","1","512","85.4095","vdb-volume_ao_orbit-y_1_512_NA_1_NA.png","77.0671","vdb-volume_ao_orbit-y_1_512_NA_5_NA.png","9.0391","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_10.png","10.2582","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_5.png","87.6432","vdb-volume_scivis_orbit-y_1_512_false_1_NA.png","87.6724","vdb-volume_scivis_orbit-y_1_512_false_5_NA.png","67.4914","vdb-volume_scivis_orbit-y_1_512_true_1_NA.png","67.4159","vdb-volume_scivis_orbit-y_1_512_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","1","512","187.2449","vdb-volume_ao_orbit-y_1_512_NA_1_NA.png","173.1686","vdb-volume_ao_orbit-y_1_512_NA_5_NA.png","18.7694","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_10.png","21.4009","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_5.png","189.6551","vdb-volume_scivis_orbit-y_1_512_false_1_NA.png","188.8567","vdb-volume_scivis_orbit-y_1_512_false_5_NA.png","143.2977","vdb-volume_scivis_orbit-y_1_512_true_1_NA.png","142.9358","vdb-volume_scivis_orbit-y_1_512_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","1","512","58.9053","vdb-volume_ao_orbit-y_1_512_NA_1_NA.png","49.3449","vdb-volume_ao_orbit-y_1_512_NA_5_NA.png","5.7605","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_10.png","6.2425","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_5.png","60.2148","vdb-volume_scivis_orbit-y_1_512_false_1_NA.png","60.7080","vdb-volume_scivis_orbit-y_1_512_false_5_NA.png","42.3564","vdb-volume_scivis_orbit-y_1_512_true_1_NA.png","44.8306","vdb-volume_scivis_orbit-y_1_512_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","1","512","57.3487","vdb-volume_ao_orbit-y_1_512_NA_1_NA.png","54.3945","vdb-volume_ao_orbit-y_1_512_NA_5_NA.png","5.4376","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_10.png","5.6255","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_5.png","50.2139","vdb-volume_scivis_orbit-y_1_512_false_1_NA.png","51.9052","vdb-volume_scivis_orbit-y_1_512_false_5_NA.png","46.1355","vdb-volume_scivis_orbit-y_1_512_true_1_NA.png","40.8010","vdb-volume_scivis_orbit-y_1_512_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","1","512","166.8302","vdb-volume_ao_orbit-y_1_512_NA_1_NA.png","153.2382","vdb-volume_ao_orbit-y_1_512_NA_5_NA.png","16.9263","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_10.png","19.1566","vdb-volume_pathtracer_orbit-y_1_512_NA_NA_5.png","169.9865","vdb-volume_scivis_orbit-y_1_512_false_1_NA.png","170.0654","vdb-volume_scivis_orbit-y_1_512_false_5_NA.png","128.6971","vdb-volume_scivis_orbit-y_1_512_true_1_NA.png","129.3373","vdb-volume_scivis_orbit-y_1_512_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","2","1024","21.7378","vdb-volume_ao_orbit-y_2_1024_NA_1_NA.png","19.4765","vdb-volume_ao_orbit-y_2_1024_NA_5_NA.png","2.2941","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_10.png","2.6068","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_5.png","22.1872","vdb-volume_scivis_orbit-y_2_1024_false_1_NA.png","22.1401","vdb-volume_scivis_orbit-y_2_1024_false_5_NA.png","17.1114","vdb-volume_scivis_orbit-y_2_1024_true_1_NA.png","17.1355","vdb-volume_scivis_orbit-y_2_1024_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","2","1024","47.8540","vdb-volume_ao_orbit-y_2_1024_NA_1_NA.png","44.5327","vdb-volume_ao_orbit-y_2_1024_NA_5_NA.png","4.7751","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_10.png","5.4169","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_5.png","48.7382","vdb-volume_scivis_orbit-y_2_1024_false_1_NA.png","48.7981","vdb-volume_scivis_orbit-y_2_1024_false_5_NA.png","36.6176","vdb-volume_scivis_orbit-y_2_1024_true_1_NA.png","36.6904","vdb-volume_scivis_orbit-y_2_1024_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","2","1024","14.9030","vdb-volume_ao_orbit-y_2_1024_NA_1_NA.png","13.6687","vdb-volume_ao_orbit-y_2_1024_NA_5_NA.png","1.5008","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_10.png","1.6978","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_5.png","15.2844","vdb-volume_scivis_orbit-y_2_1024_false_1_NA.png","15.0838","vdb-volume_scivis_orbit-y_2_1024_false_5_NA.png","11.2883","vdb-volume_scivis_orbit-y_2_1024_true_1_NA.png","10.8592","vdb-volume_scivis_orbit-y_2_1024_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","2","1024","14.9977","vdb-volume_ao_orbit-y_2_1024_NA_1_NA.png","11.5660","vdb-volume_ao_orbit-y_2_1024_NA_5_NA.png","1.5536","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_10.png","1.6831","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_5.png","14.4814","vdb-volume_scivis_orbit-y_2_1024_false_1_NA.png","14.8642","vdb-volume_scivis_orbit-y_2_1024_false_5_NA.png","11.5987","vdb-volume_scivis_orbit-y_2_1024_true_1_NA.png","10.8307","vdb-volume_scivis_orbit-y_2_1024_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","2","1024","43.4237","vdb-volume_ao_orbit-y_2_1024_NA_1_NA.png","39.5994","vdb-volume_ao_orbit-y_2_1024_NA_5_NA.png","4.3383","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_10.png","4.9184","vdb-volume_pathtracer_orbit-y_2_1024_NA_NA_5.png","44.1759","vdb-volume_scivis_orbit-y_2_1024_false_1_NA.png","44.2229","vdb-volume_scivis_orbit-y_2_1024_false_5_NA.png","33.3659","vdb-volume_scivis_orbit-y_2_1024_true_1_NA.png","33.2916","vdb-volume_scivis_orbit-y_2_1024_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","2","2048","5.5202","vdb-volume_ao_orbit-y_2_2048_NA_1_NA.png","4.9642","vdb-volume_ao_orbit-y_2_2048_NA_5_NA.png","0.5792","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_10.png","0.6551","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_5.png","5.6363","vdb-volume_scivis_orbit-y_2_2048_false_1_NA.png","5.6581","vdb-volume_scivis_orbit-y_2_2048_false_5_NA.png","4.3505","vdb-volume_scivis_orbit-y_2_2048_true_1_NA.png","4.3523","vdb-volume_scivis_orbit-y_2_2048_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","2","2048","12.2626","vdb-volume_ao_orbit-y_2_2048_NA_1_NA.png","11.3700","vdb-volume_ao_orbit-y_2_2048_NA_5_NA.png","1.2067","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_10.png","1.3710","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_5.png","12.4284","vdb-volume_scivis_orbit-y_2_2048_false_1_NA.png","12.4334","vdb-volume_scivis_orbit-y_2_2048_false_5_NA.png","9.3504","vdb-volume_scivis_orbit-y_2_2048_true_1_NA.png","9.3484","vdb-volume_scivis_orbit-y_2_2048_true_5_NA.png"
"Intel Core i5-7500","vdb-volume","orbit-y","2","2048","3.7583","vdb-volume_ao_orbit-y_2_2048_NA_1_NA.png","3.2790","vdb-volume_ao_orbit-y_2_2048_NA_5_NA.png","0.3651","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_10.png","0.4167","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_5.png","3.8099","vdb-volume_scivis_orbit-y_2_2048_false_1_NA.png","3.8065","vdb-volume_scivis_orbit-y_2_2048_false_5_NA.png","2.8204","vdb-volume_scivis_orbit-y_2_2048_true_1_NA.png","2.8308","vdb-volume_scivis_orbit-y_2_2048_true_5_NA.png"
"Intel Core i7-8565U","vdb-volume","orbit-y","2","2048","3.7764","vdb-volume_ao_orbit-y_2_2048_NA_1_NA.png","2.9941","vdb-volume_ao_orbit-y_2_2048_NA_5_NA.png","0.3717","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_10.png","0.4139","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_5.png","3.1984","vdb-volume_scivis_orbit-y_2_2048_false_1_NA.png","3.5540","vdb-volume_scivis_orbit-y_2_2048_false_5_NA.png","2.8525","vdb-volume_scivis_orbit-y_2_2048_true_1_NA.png","2.9138","vdb-volume_scivis_orbit-y_2_2048_true_5_NA.png"
"Intel Xeon E5-2630 v4","vdb-volume","orbit-y","2","2048","11.0420","vdb-volume_ao_orbit-y_2_2048_NA_1_NA.png","10.1351","vdb-volume_ao_orbit-y_2_2048_NA_5_NA.png","1.0906","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_10.png","1.2382","vdb-volume_pathtracer_orbit-y_2_2048_NA_NA_5.png","11.2498","vdb-volume_scivis_orbit-y_2_2048_false_1_NA.png","11.2627","vdb-volume_scivis_orbit-y_2_2048_false_5_NA.png","8.5760","vdb-volume_scivis_orbit-y_2_2048_true_1_NA.png","8.5621","vdb-volume_scivis_orbit-y_2_2048_true_5_NA.png"
"AMD Ryzen 7 1800X","vdb-volume","orbit-y","2","512","83.6414","vdb-volume_ao_orbit-y_2_512_NA_1_NA.png","75.3778","vdb-volume_ao_orbit-y_2_512_NA_5_NA.png","8.9849","vdb-volume_pathtracer_orbit-y_2_512_NA_NA_10.png","10.1883","vdb-volume_pathtracer_orbit-y_2_512_NA_NA_5.png","85.2130","vdb-volume_scivis_orbit-y_2_512_false_1_NA.png","85.3490","vdb-volume_scivis_orbit-y_2_512_false_5_NA.png","65.7246","vdb-volume_scivis_orbit-y_2_512_true_1_NA.png","64.0549","vdb-volume_scivis_orbit-y_2_512_true_5_NA.png"
"AMD Ryzen 9 3900X","vdb-volume","orbit-y","2","512","181.4816","vdb-volume_ao_orbit-y_2_512_NA_1_NA.png","168.9335","vdb-volume_ao_orbit-y_2_512_NA_5_NA.png","18.7097","vdb-volume_pathtracer_orbit-y_2_512_NA_NA_10.png","21.1967","vdb-volume_pathtracer_orbit-y_2_512_NA_NA_5.png","183.8293","vdb-volume_scivis_orbit-y_2_512_false_1_NA.png","183.7654","vdb-volume_scivis_orbit-y_2_512_false_5_NA.png","139.5079","vdb-volume_scivis_orbit-y_2_512_true_1_NA.png","139.4379","vdb-volume_scivis_orbit-y_2_512_true_5_NA.png"
